"","term","log2ratio21","top1","top2"
"8781","cuyos",9.37496014680666,21,31
"8782","pymespor",9.36633645204385,21,31
"8783","culpa",8.92390448341039,21,31
"8784","físicos",8.74427814443629,21,31
"8785","adhesión",8.6706193746176,21,31
"8786","contemplaciones",8.56391977921157,21,31
"8787","contagiarse",8.39412920203703,21,31
"8788","fenómeno",8.26879257495043,21,31
"8789","cobren",8.01114808405584,21,31
"8790","respeten",7.99683555904332,21,31
"8791","cae",-11.3202940919431,21,31
"8792","jubilados",-9.11792209597445,21,31
"8793","define",-8.88507672953241,21,31
"8794","pliegue",-7.87083270000464,21,31
"8795","losaños",-7.83197894433249,21,31
"8796","cambios",-7.75868484397324,21,31
"8797","eje",-7.72346688852526,21,31
"8798","maximiliano",-7.54512897629098,21,31
"8799","obligado",-7.47840380390512,21,31
"8800","descentralizó",-7.3345345386236,21,31
"8801","pymespor",9.33967086088096,21,32
"8802","culpa",8.92672352576694,21,32
"8803","físicos",8.80365501641775,21,32
"8804","respeten",8.51880566978881,21,32
"8805","pertinentes",8.49499672386272,21,32
"8806","iniciar",8.4712421951671,21,32
"8807","whats",8.11294059167822,21,32
"8808","infraestructura",8.03411924906467,21,32
"8809","ésto",7.94812588797141,21,32
"8810","controlar",7.93667808319001,21,32
"8811","cierran",-10.5722971899325,21,32
"8812","vinieron",-9.4785232783499,21,32
"8813","destinen",-9.07569980393519,21,32
"8814","sucursales",-9.0281543086222,21,32
"8815","previstos",-8.61091523101538,21,32
"8816","desmalezado",-8.3638222843122,21,32
"8817","entramos",-8.33593237539791,21,32
"8818","participar",-8.1374455802261,21,32
"8819","luchando",-8.07896293215623,21,32
"8820","creo",-7.91898479505952,21,32
"8821","antecedentes",11.6885979922616,22,23
"8822","sappa",11.4716474608588,22,23
"8823","visitó",10.7086352737238,22,23
"8824","escaló",9.35863120894906,22,23
"8825","representan",9.30387413797773,22,23
"8826","normativas",9.26456373594694,22,23
"8827","concluimos",9.15196679357635,22,23
"8828","irántélam",8.41411367049178,22,23
"8829","acusadas",7.88326462638086,22,23
"8830","profesor",7.80488064671621,22,23
"8831","negroen",-11.7754565028548,22,23
"8832","chubut",-10.9171092960067,22,23
"8833","estamentos",-10.6398572034205,22,23
"8834","mesas",-10.4496364717851,22,23
"8835","custodia",-9.94690447953076,22,23
"8836","curiosamente",-9.43048073076797,22,23
"8837","tranquilos",-9.00950329340749,22,23
"8838","sometidos",-8.84273405749847,22,23
"8839","parámetros",-8.6236616188896,22,23
"8840","fenómeno",-8.46829335857221,22,23
"8841","antecedentes",12.2469712798459,22,24
"8842","sappa",11.5354525004915,22,24
"8843","normativas",10.9020963855175,22,24
"8844","viajaron",10.2325343278806,22,24
"8845","ofuscados",9.93402176543354,22,24
"8846","ymenos",9.47913483618038,22,24
"8847","representan",9.39401400135882,22,24
"8848","recorte",9.39117278835302,22,24
"8849","oficialismo",9.14883768318067,22,24
"8850","visitó",8.66372347391335,22,24
"8851","fondo",-10.7777938243517,22,24
"8852","pampeanas",-10.2076964772105,22,24
"8853","parar",-9.6022244174271,22,24
"8854","lleno",-9.30662982583785,22,24
"8855","mendoza",-9.17863398536933,22,24
"8856","ejercer",-8.69342848012634,22,24
"8857","martos",-8.26307419513408,22,24
"8858","incrementará",-8.23367112030185,22,24
"8859","comportamiento",-8.19404293645061,22,24
"8860","glúteos",-8.08236161562446,22,24
"8861","normativas",11.1037864643388,22,25
"8862","viajaron",9.94766047514906,22,25
"8863","recorte",9.86587085525206,22,25
"8864","sappa",9.77706404703865,22,25
"8865","ymenos",9.65523879702143,22,25
"8866","representan",9.12243768490542,22,25
"8867","escaló",8.8362248333472,22,25
"8868","oficialismo",8.4770314910332,22,25
"8869","ofuscados",8.31260832859544,22,25
"8870","pasaban",8.09297882422074,22,25
"8871","respectivas",-9.06639572725458,22,25
"8872","terminó",-8.59661126804232,22,25
"8873","usás",-8.44620855264642,22,25
"8874","gremial",-8.03485371756025,22,25
"8875","publica",-8.00924705121697,22,25
"8876","didier",-7.79900711299961,22,25
"8877","comprovincianas",-7.78352492235332,22,25
"8878","despapelización",-7.66688442023127,22,25
"8879","caribe",-7.43138183580631,22,25
"8880","laborales",-7.36750139650342,22,25
"8881","normativas",11.2304985649879,22,26
"8882","recorte",10.8607334030851,22,26
"8883","antecedentes",10.7907128042943,22,26
"8884","ofuscados",10.4818961971797,22,26
"8885","visitó",10.2552241772509,22,26
"8886","concluimos",9.80483147040862,22,26
"8887","escaló",9.69830413992172,22,26
"8888","oficialismo",8.94545302249701,22,26
"8889","profesor",8.43942044825755,22,26
"8890","representan",8.35061183017037,22,26
"8891","provocandofallecimientos",-10.6262058135114,22,26
"8892","lucha",-10.0686861131972,22,26
"8893","legisladores",-9.60875122544704,22,26
"8894","posadascada",-9.40586711443205,22,26
"8895","calificando",-9.17743353136689,22,26
"8896","actuará",-8.96333744060006,22,26
"8897","hipertenso",-8.91098763420048,22,26
"8898","cuclillas",-8.90669711569911,22,26
"8899","rutina",-8.24704650201907,22,26
"8900","interés",-8.12764506182156,22,26
"8901","antecedentes",11.3943924508151,22,27
"8902","normativas",10.9484334376368,22,27
"8903","sappa",10.3939755997207,22,27
"8904","viajaron",9.89351873768949,22,27
"8905","ymenos",9.62888004479784,22,27
"8906","ofuscados",9.4801119188303,22,27
"8907","concluimos",9.28789225148382,22,27
"8908","restoranes",9.02826114330048,22,27
"8909","representan",8.89160651861656,22,27
"8910","acusadas",8.77037485669909,22,27
"8911","domicilios",-9.81066077159043,22,27
"8912","gigante",-8.90055169960082,22,27
"8913","sumanpositivos",-8.83839176634728,22,27
"8914","clases",-8.68328633405517,22,27
"8915","conviven",-8.30902176264209,22,27
"8916","declaradas",-8.25454958386517,22,27
"8917","marchas",-8.23006564930991,22,27
"8918","opositora",-8.18527723490921,22,27
"8919","mers",-8.00953902468569,22,27
"8920","oponen",-7.75750054303864,22,27
"8921","antecedentes",12.2702333513261,22,28
"8922","recorte",10.8577223774893,22,28
"8923","sappa",10.747452037218,22,28
"8924","visitó",10.5878641446056,22,28
"8925","concluimos",10.4320209503287,22,28
"8926","viajaron",9.93026124618123,22,28
"8927","ofuscados",9.85737427199579,22,28
"8928","escaló",9.79694617856927,22,28
"8929","ingresan",9.64356149978792,22,28
"8930","pasaban",9.06761628956617,22,28
"8931","dialogo",-10.8661142392425,22,28
"8932","vean",-9.84101713999938,22,28
"8933","desinfectantes",-9.76747142680557,22,28
"8934","terapéutica",-9.27100100152041,22,28
"8935","álvarezen",-8.83402518170504,22,28
"8936","ramerio",-8.52090772027792,22,28
"8937","sumarse",-8.37594255837611,22,28
"8938","aeropuertos",-8.26260870651167,22,28
"8939","vicedecana",-8.21532719789478,22,28
"8940","imprimir",-8.21525547951464,22,28
"8941","normativas",11.0028794111539,22,29
"8942","visitó",10.7549646155243,22,29
"8943","antecedentes",10.2136153048547,22,29
"8944","ingresan",9.90206609925035,22,29
"8945","ofuscados",9.7162789679269,22,29
"8946","pasaban",8.84727205436557,22,29
"8947","acusadas",8.75870320505783,22,29
"8948","oficialismo",8.73192805173622,22,29
"8949","representan",8.42455777380155,22,29
"8950","padecen",8.38991572378177,22,29
"8951","especiales",-11.2250425641094,22,29
"8952","impediría",-11.0274440161631,22,29
"8953","detenciones",-10.0032322481559,22,29
"8954","feria",-9.84466526283716,22,29
"8955","iniciar",-9.55591990567745,22,29
"8956","proteja",-9.4444878619015,22,29
"8957","subsecretaría",-9.25692904421357,22,29
"8958","puertos",-9.0113594098935,22,29
"8959","argentinadel",-8.97472000217677,22,29
"8960","cotorra",-8.76087966875221,22,29
"8961","antecedentes",11.7223343061013,22,30
"8962","sappa",11.5636098963084,22,30
"8963","normativas",10.4695717651048,22,30
"8964","ofuscados",10.4109548474356,22,30
"8965","recorte",10.3940237008841,22,30
"8966","viajaron",10.1842898236821,22,30
"8967","representan",9.90198411436116,22,30
"8968","ingresan",9.70605943544635,22,30
"8969","concluimos",9.48656865946375,22,30
"8970","visitó",9.4493854204711,22,30
"8971","conseguirían",-10.7518883350197,22,30
"8972","héroes",-9.93858785165294,22,30
"8973","planteada",-9.19793541917196,22,30
"8974","apellido",-9.01311034943084,22,30
"8975","virgilio",-8.48812191744755,22,30
"8976","epidemiológicos",-8.42856803897582,22,30
"8977","salvataje",-8.38464929541285,22,30
"8978","estará",-8.09220071894758,22,30
"8979","voluntario",-7.90204165025544,22,30
"8980","desertizaciones",-7.79167263200255,22,30
"8981","antecedentes",11.721540744396,22,31
"8982","recorte",11.514681246548,22,31
"8983","normativas",11.0993338451304,22,31
"8984","sappa",10.5965728007108,22,31
"8985","visitó",10.0006876649534,22,31
"8986","concluimos",9.7884725237395,22,31
"8987","ofuscados",9.64084727387002,22,31
"8988","representan",9.53769131967998,22,31
"8989","ymenos",9.22395381499142,22,31
"8990","viajaron",9.06390640826126,22,31
"8991","cae",-10.778801548049,22,31
"8992","jubilados",-9.04718104666994,22,31
"8993","anonimato",-8.33549222064007,22,31
"8994","define",-8.32622617450193,22,31
"8995","vivieron",-8.29722262329403,22,31
"8996","evidenciado",-8.04404477974105,22,31
"8997","realizo",-7.44366422986004,22,31
"8998","pliegue",-7.42321920525356,22,31
"8999","recalcó",-7.38047644015715,22,31
"9000","maximiliano",-7.37189839624654,22,31
"9001","antecedentes",12.1356375627123,22,32
"9002","recorte",10.6817248378398,22,32
"9003","visitó",10.4546904946023,22,32
"9004","viajaron",9.57457367175989,22,32
"9005","escaló",9.37202608596837,22,32
"9006","normativas",9.24703247450673,22,32
"9007","concluimos",9.00294945712936,22,32
"9008","dura",8.75739001112315,22,32
"9009","sappa",8.71818145249174,22,32
"9010","ofuscados",7.81879472230367,22,32
"9011","cierran",-12.0845944076844,22,32
"9012","sucursales",-9.52070411618305,22,32
"9013","vinieron",-9.4978719375567,22,32
"9014","destinen",-9.4782888454627,22,32
"9015","desmalezado",-8.96746423211182,22,32
"9016","creo",-8.33439920703147,22,32
"9017","luchando",-8.33345434716839,22,32
"9018","grabado",-8.32632098863301,22,32
"9019","experimental",-8.22380733100809,22,32
"9020","entramos",-8.13523623749205,22,32
"9021","negroen",12.1126859329414,23,24
"9022","chubut",11.0844754071108,23,24
"9023","estamentos",10.8801318574976,23,24
"9024","acompañar",10.8400208029471,23,24
"9025","mesas",10.1620005735101,23,24
"9026","curiosamente",10.0402439455619,23,24
"9027","custodia",9.8558233392727,23,24
"9028","fenómeno",9.0023151786465,23,24
"9029","reforzar",8.32715726042488,23,24
"9030","parámetros",8.24755284752158,23,24
"9031","fondo",-11.4156388479129,23,24
"9032","lleno",-11.2568878984393,23,24
"9033","mendoza",-10.9093566700419,23,24
"9034","parar",-9.83091442347102,23,24
"9035","homenajeó",-8.57613169016792,23,24
"9036","varían",-8.35497811116543,23,24
"9037","global",-8.30390936040886,23,24
"9038","diseases",-8.29695305406814,23,24
"9039","incrementará",-8.26134370906572,23,24
"9040","cipolleti",-8.23522342630193,23,24
"9041","negroen",12.269924354408,23,25
"9042","estamentos",11.3138924975348,23,25
"9043","curiosamente",10.5944510528282,23,25
"9044","mesas",10.3342721619033,23,25
"9045","custodia",9.18208917440049,23,25
"9046","parámetros",8.78266165239655,23,25
"9047","sometidos",8.76999568934834,23,25
"9048","tranquilos",8.66623262190802,23,25
"9049","fenómeno",8.45626554067176,23,25
"9050","cambia",8.41405816484043,23,25
"9051","juventus",-10.7074542389672,23,25
"9052","respectivas",-9.46835431724962,23,25
"9053","política",-9.36538951971401,23,25
"9054","gremial",-8.37296271447671,23,25
"9055","didier",-8.36680748517572,23,25
"9056","terminó",-8.36124073543094,23,25
"9057","comprovincianas",-8.0864171954657,23,25
"9058","publica",-7.8672011695225,23,25
"9059","caribe",-7.6469129429146,23,25
"9060","despapelización",-7.5992150390462,23,25
"9061","negroen",12.0797729294365,23,26
"9062","chubut",10.6955614237342,23,26
"9063","mesas",10.0234948433811,23,26
"9064","acompañar",9.89968578608473,23,26
"9065","curiosamente",9.229963335928,23,26
"9066","tranquilos",8.94868117124019,23,26
"9067","muestreo",8.51721076947294,23,26
"9068","sometidos",8.36402255279011,23,26
"9069","estamentos",8.13177480408798,23,26
"9070","reforzar",7.8986193119042,23,26
"9071","posadascada",-10.1238063737031,23,26
"9072","venta",-9.85049833770584,23,26
"9073","lucha",-9.70880699887086,23,26
"9074","legisladores",-9.68504275389042,23,26
"9075","provocandofallecimientos",-9.4113405780495,23,26
"9076","cuclillas",-9.23899871506209,23,26
"9077","ciertos",-9.15983751208401,23,26
"9078","sappa",-8.66491883328273,23,26
"9079","préstamos",-8.61503680901781,23,26
"9080","legajos",-8.60047356688774,23,26
"9081","negroen",11.3421029229522,23,27
"9082","mesas",10.928632370503,23,27
"9083","chubut",10.788581895157,23,27
"9084","estamentos",10.7473774285242,23,27
"9085","custodia",10.1250204945442,23,27
"9086","tranquilos",8.87572384499816,23,27
"9087","acompañar",8.6771144862981,23,27
"9088","fenómeno",8.19090344858124,23,27
"9089","reforzar",8.12726572249243,23,27
"9090","muestreo",8.08679975614068,23,27
"9091","domicilios",-10.0959413514198,23,27
"9092","declaradas",-9.01884075185115,23,27
"9093","mancharon",-8.50991496350274,23,27
"9094","mers",-8.23590681640388,23,27
"9095","oponen",-8.16605116286874,23,27
"9096","infobae",-7.95364316069974,23,27
"9097","levantarán",-7.70268219799503,23,27
"9098","conviven",-7.53521705785208,23,27
"9099","extraordinarios",-7.41167973277434,23,27
"9100","clases",-7.37055417196531,23,27
"9101","negroen",12.0847530285053,23,28
"9102","acompañar",10.7939272801909,23,28
"9103","curiosamente",10.5256823577527,23,28
"9104","estamentos",10.4598678251849,23,28
"9105","custodia",10.1674657030692,23,28
"9106","chubut",9.60616716940202,23,28
"9107","mesas",9.53270688828628,23,28
"9108","parámetros",8.60367354472162,23,28
"9109","fenómeno",8.17425589205508,23,28
"9110","cooperadora",7.99044604036043,23,28
"9111","vean",-9.9314199924248,23,28
"9112","desinfectantes",-9.59409900541214,23,28
"9113","dialogo",-9.25465279143219,23,28
"9114","ramerio",-8.52768805456536,23,28
"9115","documentos",-8.37644356093062,23,28
"9116","sumarse",-8.32794242593542,23,28
"9117","terapéutica",-8.3115124291559,23,28
"9118","creo",-8.11493927815312,23,28
"9119","aeropuertos",-8.04457774632377,23,28
"9120","trasladada",-7.76636533023108,23,28
"9121","negroen",11.617063566625,23,29
"9122","chubut",10.4893932647185,23,29
"9123","mesas",10.348525976896,23,29
"9124","custodia",9.88411193350234,23,29
"9125","estamentos",9.68500872327639,23,29
"9126","curiosamente",9.07962396525811,23,29
"9127","sometidos",8.54139803729629,23,29
"9128","muestreo",8.45546380124404,23,29
"9129","fenómeno",8.39077029780219,23,29
"9130","parámetros",8.32297407175587,23,29
"9131","especiales",-11.3194944588264,23,29
"9132","detenciones",-10.9238282055892,23,29
"9133","subsecretaría",-9.99283587191608,23,29
"9134","viajantes",-9.92619618680161,23,29
"9135","feria",-9.73425087365263,23,29
"9136","recesión",-9.69093332306316,23,29
"9137","iniciar",-9.40794966985163,23,29
"9138","argentinadel",-9.16962345817949,23,29
"9139","proteja",-9.0830494480846,23,29
"9140","expuestos",-8.79848119097004,23,29
"9141","mesas",11.098433803184,23,30
"9142","acompañar",11.0631250934948,23,30
"9143","estamentos",10.9508959615244,23,30
"9144","chubut",10.3918712615643,23,30
"9145","custodia",9.95628368743833,23,30
"9146","tranquilos",9.87365972584998,23,30
"9147","curiosamente",9.49799363119693,23,30
"9148","parámetros",8.42589607973794,23,30
"9149","cambia",8.22648298340763,23,30
"9150","cooperadora",8.20702423111824,23,30
"9151","epidemiológicos",-10.7293126722089,23,30
"9152","estará",-10.6533924073191,23,30
"9153","planteada",-10.1226147411717,23,30
"9154","héroes",-9.20811694397477,23,30
"9155","existentes",-9.11746776271305,23,30
"9156","temperatura",-8.81374547645433,23,30
"9157","voluntario",-8.35023514071565,23,30
"9158","depesos",-7.9226157671183,23,30
"9159","cadade",-7.78951299280111,23,30
"9160","existencia",-7.75713156137014,23,30
"9161","chubut",11.2261825403176,23,31
"9162","negroen",10.7827943481639,23,31
"9163","curiosamente",10.5687605562867,23,31
"9164","custodia",10.3159443886634,23,31
"9165","acompañar",9.95594046679161,23,31
"9166","mesas",9.51130220956705,23,31
"9167","estamentos",9.16838601189297,23,31
"9168","tranquilos",9.08435057493547,23,31
"9169","fenómeno",8.61084286363434,23,31
"9170","reforzar",7.96113041491577,23,31
"9171","cae",-11.1751289070673,23,31
"9172","vivieron",-8.20942057896045,23,31
"9173","descentralizó",-8.18496401321505,23,31
"9174","pliegue",-8.02356437722753,23,31
"9175","anonimato",-7.83636259014998,23,31
"9176","jubilados",-7.74713865875141,23,31
"9177","cabral",-7.74434670870044,23,31
"9178","efectivos",-7.70574410573656,23,31
"9179","maximiliano",-7.44934783105914,23,31
"9180","comprometer",-7.27372073127317,23,31
"9181","negroen",11.9363062678458,23,32
"9182","estamentos",10.6511841047542,23,32
"9183","acompañar",10.4407471840617,23,32
"9184","chubut",9.62759647817558,23,32
"9185","tranquilos",9.29652249483752,23,32
"9186","parámetros",8.78084912227223,23,32
"9187","mesas",8.6495336712736,23,32
"9188","reforzar",7.96249629678711,23,32
"9189","interactuaron",7.83972986667219,23,32
"9190","resistencia",7.71636996323619,23,32
"9191","cierran",-10.2902634817889,23,32
"9192","gastos",-9.6645036109854,23,32
"9193","destinen",-9.55598522013718,23,32
"9194","grabado",-8.91682474053596,23,32
