"","term","log2ratio21","top1","top2"
"4864","quepacientes",9.1172497966959,10,11
"4865","pañuelos",8.57014381999102,10,11
"4866","poemas",8.54926363217327,10,11
"4867","hipotecarios",8.43839169814631,10,11
"4868","interrumpir",8.42196877149757,10,11
"4869","renovó",8.41919816566389,10,11
"4870","deporte",8.06549817226206,10,11
"4871","maría",-11.0090221702168,10,11
"4872","quese",-10.2747325549455,10,11
"4873","aislarlos",-9.46491927089753,10,11
"4874","verificar",-9.26954743106205,10,11
"4875","conseguir",-9.13962275360142,10,11
"4876","senado",-8.60712033242466,10,11
"4877","usa",-8.56748849864227,10,11
"4878","acompañates",-8.41111256365539,10,11
"4879","cancelan",-8.32059775636288,10,11
"4880","contesta",-8.1019922583162,10,11
"4881","poemas",11.9009650076153,10,12
"4882","bola",11.5246556559987,10,12
"4883","losmil",11.1003570466375,10,12
"4884","pasaban",9.2376344885861,10,12
"4885","deporte",9.15341739447553,10,12
"4886","quepacientes",8.77921983973392,10,12
"4887","cigarrillos",8.72412721546704,10,12
"4888","hipotecarios",8.30796243468009,10,12
"4889","desarrolla",7.94856807574931,10,12
"4890","presentó",7.74245851987042,10,12
"4891","ministra",-9.93231346637939,10,12
"4892","decenas",-9.18664578057929,10,12
"4893","vera",-8.7280895442809,10,12
"4894","lleguen",-8.72304078708201,10,12
"4895","administrar",-8.3426949155138,10,12
"4896","afuera",-8.31373940938689,10,12
"4897","teorías",-8.11483332744653,10,12
"4898","usado",-7.84495027379334,10,12
"4899","ingresó",-7.8255327033557,10,12
"4900","ceo",-7.80101661078264,10,12
"4901","losmil",11.8385731663689,10,13
"4902","poemas",11.4238378569826,10,13
"4903","bola",9.27614473707722,10,13
"4904","cigarrillos",9.25051512294691,10,13
"4905","hipotecarios",9.06492970074391,10,13
"4906","pasaban",8.95824136481541,10,13
"4907","desarrolla",8.42443630274158,10,13
"4908","interrumpir",8.29470985238796,10,13
"4909","pañuelos",8.20617602481346,10,13
"4910","renovó",8.19728042984982,10,13
"4911","lasahoras",-11.7642263744979,10,13
"4912","impediría",-10.9604131293762,10,13
"4913","contribuyendo",-9.75050804557054,10,13
"4914","vieron",-9.07253058628672,10,13
"4915","pernoctar",-8.87877958807745,10,13
"4916","barreras",-8.54736720689181,10,13
"4917","inclumplir",-8.45627612858398,10,13
"4918","secretaria",-8.06429883930446,10,13
"4919","domingole",-7.89439047789801,10,13
"4920","sonar",-7.80922720328927,10,13
"4921","bola",11.054234100148,10,14
"4922","deporte",9.93202599300189,10,14
"4923","pañuelos",8.77587808867861,10,14
"4924","poemas",8.70855399722698,10,14
"4925","interrumpir",8.60782459073501,10,14
"4926","quepacientes",8.41522020356547,10,14
"4927","pasaban",8.20054534112392,10,14
"4928","parar",8.17726814951015,10,14
"4929","lesiones",7.94167096905529,10,14
"4930","losmil",7.6632718429438,10,14
"4931","pudieron",-10.7015231514378,10,14
"4932","obtenidas",-10.3035969493318,10,14
"4933","tuvieron",-10.215132926454,10,14
"4934","abrirá",-10.0039920286144,10,14
"4935","constitución",-9.66595505551633,10,14
"4936","evaluación",-9.5624941214923,10,14
"4937","lowo",-9.22763749374891,10,14
"4938","sol",-8.40296838273514,10,14
"4939","rosalos",-8.01862218531584,10,14
"4940","llevaron",-7.8559973137513,10,14
"4941","poemas",10.7604388025418,10,15
"4942","deporte",10.6351535900968,10,15
"4943","hipotecarios",9.2022374906555,10,15
"4944","quepacientes",9.17416947855335,10,15
"4945","gravísimo",9.03047386693804,10,15
"4946","renovó",8.83377715452774,10,15
"4947","parar",8.69856554438067,10,15
"4948","lesiones",8.57366173926682,10,15
"4949","pasaban",8.43808670196474,10,15
"4950","despensa",8.33589475510545,10,15
"4951","londres",-11.1202718017573,10,15
"4952","losaños",-10.377364388303,10,15
"4953","deyaños",-9.43355945838408,10,15
"4954","profesión",-9.35121078471835,10,15
"4955","apoyará",-9.31928794382877,10,15
"4956","compete",-9.25957382769744,10,15
"4957","molas",-8.7955024305302,10,15
"4958","campaña",-8.76415590246167,10,15
"4959","area",-8.67449203832065,10,15
"4960","durantedías",-8.20491415181812,10,15
"4961","poemas",11.8007558514431,10,16
"4962","losmil",11.5206519406669,10,16
"4963","bola",10.7489757617946,10,16
"4964","deporte",10.1270515231484,10,16
"4965","hipotecarios",9.60347189154232,10,16
"4966","gravísimo",8.69115393546536,10,16
"4967","parar",8.5853621952901,10,16
"4968","desarrolla",8.42071617328522,10,16
"4969","primordial",8.27797188196575,10,16
"4970","renovó",8.25488204281874,10,16
"4971","intensiva",-9.4433592691414,10,16
"4972","unosy",-9.36276022514095,10,16
"4973","google",-9.00378796608736,10,16
"4974","oriunda",-8.57448351500484,10,16
"4975","esclarecer",-8.51002146090657,10,16
"4976","wei",-8.44465613912406,10,16
"4977","trasladará",-8.26475203287027,10,16
"4978","anteayer",-7.8422833891903,10,16
"4979","ambientes",-7.82001117480467,10,16
"4980","aluden",-7.75528316789623,10,16
"4981","poemas",12.2959052749937,10,17
"4982","losmil",12.1689887010502,10,17
"4983","pasaban",9.87449672763029,10,17
"4984","bola",9.362358746666,10,17
"4985","quepacientes",9.06556353108657,10,17
"4986","renovó",8.81845817971335,10,17
"4987","parar",8.6479149819065,10,17
"4988","interrumpir",8.27581961344189,10,17
"4989","desarrolla",8.23830939018482,10,17
"4990","presentó",8.02723269379256,10,17
"4991","intensivas",-11.5935524312995,10,17
"4992","kits",-9.88801725373728,10,17
"4993","jakavi",-9.44703829311635,10,17
"4994","evitaría",-9.33208245574397,10,17
"4995","ingreso",-9.23366455137707,10,17
"4996","imitar",-8.81855777904318,10,17
"4997","capitales",-8.71369087287012,10,17
"4998","licencia",-8.27597506694339,10,17
"4999","denueve",-7.79998773787042,10,17
"5000","sacrificio",-7.71081465136508,10,17
"5001","bola",11.141060759406,10,18
"5002","deporte",11.1213010312125,10,18
"5003","losmil",11.0944256320277,10,18
"5004","poemas",10.4909092714655,10,18
"5005","cigarrillos",9.32163312141409,10,18
"5006","pañuelos",8.94095022057673,10,18
"5007","hipotecarios",8.84175960499042,10,18
"5008","pasaban",8.38620291871323,10,18
"5009","desarrolla",7.9807166168079,10,18
"5010","interrumpir",7.95121950592907,10,18
"5011","carrito",-11.9920826884709,10,18
"5012","bocina",-10.8374754992181,10,18
"5013","retórica",-10.2971889822693,10,18
"5014","cursabadía",-10.0990442748043,10,18
"5015","sustraído",-9.89206002517234,10,18
"5016","multiplican",-9.49419034885088,10,18
"5017","pérez",-9.35584405134157,10,18
"5018","quejó",-9.0568149344097,10,18
"5019","gráficos",-8.72134516122448,10,18
"5020","cbu",-8.64570739703446,10,18
"5021","poemas",12.3654586211909,10,19
"5022","losmil",11.7688298224262,10,19
"5023","bola",10.6951556945378,10,19
"5024","deporte",10.2587123877093,10,19
"5025","pasaban",9.61104972827197,10,19
"5026","hipotecarios",9.30303666295089,10,19
"5027","quepacientes",9.2376182899003,10,19
"5028","gravísimo",8.92692605885454,10,19
"5029","primordial",8.80780288850921,10,19
"5030","pañuelos",8.61919217868314,10,19
"5031","mujeres",-10.8495882954859,10,19
"5032","efector",-9.92037753973783,10,19
"5033","sumó",-9.11230652632432,10,19
"5034","contaron",-9.0105343072014,10,19
"5035","tratando",-8.69288629178486,10,19
"5036","liberen",-8.67381986581571,10,19
"5037","aglutinada",-8.64219944919066,10,19
"5038","interrupción",-8.4600078817463,10,19
"5039","coopere",-8.32143991548477,10,19
"5040","examinadoras",-7.74458626791669,10,19
"5041","losmil",11.4466116318296,10,20
"5042","bola",10.4559391429224,10,20
"5043","poemas",10.3821444711597,10,20
"5044","pasaban",9.58319295175822,10,20
"5045","hipotecarios",8.96186546937087,10,20
"5046","pañuelos",8.77891946979209,10,20
"5047","parar",8.73123941670828,10,20
"5048","primordial",8.70119526132219,10,20
"5049","interrumpir",7.81538287166828,10,20
"5050","cigarrillos",7.59836631371916,10,20
"5051","sudamérica",-11.1942208045557,10,20
"5052","desórdenes",-9.92840554632772,10,20
"5053","rescatamos",-8.88600613211293,10,20
"5054","bases",-8.51945454100113,10,20
"5055","genteeh",-8.12582857890733,10,20
"5056","neonatos",-8.10416446153001,10,20
"5057","agresión",-7.96166226250154,10,20
"5058","villegas",-7.8861275129015,10,20
"5059","propuestos",-7.82384253893208,10,20
"5060","trazabilidad",-7.57602794237029,10,20
"5061","losmil",11.6652984931171,10,21
"5062","pasaban",9.7113854963945,10,21
"5063","hipotecarios",9.48500457576461,10,21
"5064","quepacientes",9.24911651790568,10,21
"5065","deporte",8.8931070533816,10,21
"5066","gravísimo",8.49578397890023,10,21
"5067","pañuelos",8.39852857117044,10,21
"5068","interrumpir",8.32637051416917,10,21
"5069","desarrolla",8.3145876384362,10,21
"5070","renovó",8.21757387692528,10,21
"5071","físicos",-9.52502178552546,10,21
"5072","recoger",-9.46941996968214,10,21
"5073","respeten",-9.36962360095554,10,21
"5074","contemplaciones",-8.68743001679906,10,21
"5075","adhesión",-8.38968267601345,10,21
"5076","soberanía",-8.13409835871899,10,21
"5077","cuyos",-8.12352317090079,10,21
"5078","enviadas",-7.98591094541223,10,21
"5079","controlar",-7.97924540886243,10,21
"5080","culpa",-7.97026383928423,10,21
"5081","poemas",12.0364218083965,10,22
"5082","bola",10.4761130920851,10,22
"5083","deporte",10.2800144636921,10,22
"5084","hipotecarios",9.56703635678777,10,22
"5085","gravísimo",9.00499952610499,10,22
"5086","renovó",8.8226714400021,10,22
"5087","pañuelos",8.8206826693614,10,22
"5088","despensa",7.95363101609667,10,22
"5089","interrumpir",7.77760611398771,10,22
"5090","quepacientes",7.7169451912429,10,22
"5091","antecedentes",-10.6310434059139,10,22
"5092","concluimos",-10.6153231338836,10,22
"5093","ofuscados",-10.4789100617807,10,22
"5094","normativas",-10.3517237408526,10,22
"5095","representan",-9.85812641122065,10,22
"5096","visitó",-9.67086311943163,10,22
"5097","ymenos",-9.61671040149135,10,22
"5098","viajaron",-9.55439562685815,10,22
"5099","escaló",-9.31515402632601,10,22
"5100","recorte",-8.80046129394713,10,22
"5101","losmil",12.0951904987829,10,23
"5102","deporte",10.0152001866191,10,23
"5103","cigarrillos",8.71852673267783,10,23
"5104","primordial",8.11207073565443,10,23
"5105","hipotecarios",8.06791523543306,10,23
"5106","pasaban",7.88349132076355,10,23
"5107","continental",7.84464365548991,10,23
"5108","poemas",7.81717698796926,10,23
"5109","despensa",7.78086413661478,10,23
"5110","interrumpir",7.75901882745752,10,23
"5111","negroen",-11.955925068833,10,23
"5112","chubut",-9.7729490035485,10,23
"5113","acompañar",-9.41411602805073,10,23
"5114","estamentos",-9.14434640316426,10,23
"5115","tranquilos",-8.98871741910568,10,23
"5116","sometidos",-8.95150100010258,10,23
"5117","custodia",-8.85877240327736,10,23
"5118","mesas",-8.64381838966671,10,23
"5119","cambia",-8.35288754567064,10,23
"5120","fenómeno",-8.21736253235009,10,23
"5121","losmil",10.6550679970919,10,24
"5122","bola",10.6317216087684,10,24
"5123","gravísimo",9.09592981969105,10,24
"5124","pañuelos",8.92697220914851,10,24
"5125","cigarrillos",8.45666764292596,10,24
"5126","presentó",8.23031490379028,10,24
"5127","lesiones",8.22679488053298,10,24
"5128","quepacientes",7.81320412163676,10,24
"5129","hidalgo",7.80069887490423,10,24
"5130","primordial",7.54163435181885,10,24
"5131","fondo",-11.2258587564141,10,24
"5132","mendoza",-9.62081138577948,10,24
"5133","pampeanas",-9.46967025258571,10,24
"5134","lleno",-9.35216819381665,10,24
"5135","ambitocomna",-9.32783547211164,10,24
"5136","cbu",-9.29152795214553,10,24
"5137","global",-8.87289271942903,10,24
"5138","comportamiento",-8.7466778693224,10,24
"5139","diseases",-8.59489778694947,10,24
"5140","certamen",-8.58899444529631,10,24
"5141","poemas",11.6625487966043,10,25
"5142","losmil",10.780629684486,10,25
"5143","deporte",10.0515323631966,10,25
"5144","cigarrillos",9.54507194278943,10,25
"5145","bola",9.15612270158529,10,25
"5146","pasaban",8.72577889233772,10,25
"5147","lesiones",8.30716651230028,10,25
"5148","primordial",8.27429609406752,10,25
"5149","despensa",8.26091179531845,10,25
"5150","renovó",8.23718564022635,10,25
"5151","respectivas",-9.51685081445199,10,25
"5152","juventus",-9.02247300524067,10,25
"5153","política",-8.82022290385345,10,25
"5154","publica",-8.34887838493286,10,25
"5155","gremial",-8.24507461701757,10,25
"5156","laborales",-8.1415437637061,10,25
"5157","aislación",-8.05320997498494,10,25
"5158","azitromicina",-7.98719296160083,10,25
"5159","pesaj",-7.63730329882126,10,25
"5160","electorales",-7.51420694242142,10,25
"5161","poemas",12.373461986772,10,26
"5162","bola",11.4463766602178,10,26
"5163","deporte",9.96035889186471,10,26
"5164","cigarrillos",9.33179906884011,10,26
"5165","losmil",9.13807905999323,10,26
"5166","hipotecarios",8.67128753882211,10,26
"5167","interrumpir",8.59301064890157,10,26
"5168","quepacientes",8.20771803863788,10,26
"5169","pañuelos",8.11780090353595,10,26
"5170","pasaban",8.05810546146749,10,26
"5171","provocandofallecimientos",-10.6466618649722,10,26
"5172","calificando",-10.3060712772172,10,26
"5173","posadascada",-9.71202405490905,10,26
"5174","legisladores",-9.62690428405629,10,26
"5175","hipertenso",-9.35994244136883,10,26
"5176","actuará",-9.17522509101986,10,26
"5177","rutina",-9.04582649128595,10,26
"5178","legajos",-9.0273036679834,10,26
"5179","venta",-8.86833122910472,10,26
"5180","uti",-8.86709913081871,10,26
"5181","poemas",12.3030769549224,10,27
"5182","losmil",12.294012740027,10,27
"5183","deporte",10.4532254650857,10,27
"5184","pasaban",8.83153667943085,10,27
"5185","cigarrillos",8.81783343737978,10,27
"5186","parar",8.71330052693459,10,27
"5187","bola",8.49944871715604,10,27
"5188","interrumpir",8.21139906996119,10,27
"5189","hipotecarios",7.59240486832715,10,27
"5190","renovó",7.40982108234513,10,27
"5191","domicilios",-9.85885414009559,10,27
"5192","declaradas",-9.07658940405363,10,27
"5193","oponen",-8.73382853441778,10,27
"5194","gigante",-8.65885169468279,10,27
"5195","conviven",-8.54771974796044,10,27
"5196","clases",-8.17831014977018,10,27
"5197","mancharon",-8.05085347540268,10,27
"5198","ingresado",-8.00700243711442,10,27
"5199","mers",-7.96594019357685,10,27
"5200","procesal",-7.73783367087927,10,27
"5201","poemas",11.7527840876165,10,28
"5202","bola",10.8734470186102,10,28
"5203","losmil",9.82925868001374,10,28
"5204","pasaban",9.70041635768315,10,28
"5205","gravísimo",9.2167320266785,10,28
"5206","cigarrillos",8.51760127665352,10,28
"5207","lesiones",8.48410382388126,10,28
"5208","quepacientes",8.21895525986506,10,28
"5209","deporte",8.1009620294326,10,28
"5210","pañuelos",7.84871521479374,10,28
"5211","imprimir",-9.94583187004102,10,28
"5212","vean",-9.90199898204398,10,28
"5213","dialogo",-9.30149695982663,10,28
"5214","aeropuertos",-9.21574425725638,10,28
"5215","álvarezen",-9.01220906363337,10,28
"5216","aceptarlo",-8.56755226348661,10,28
"5217","miradas",-8.3173497120102,10,28
"5218","desinfectantes",-8.31241396229537,10,28
"5219","bolsa",-8.00116986353023,10,28
"5220","vicedecana",-7.98871063392032,10,28
"5221","poemas",12.3087879899057,10,29
"5222","losmil",12.1015757356214,10,29
"5223","bola",10.885605071991,10,29
"5224","deporte",9.51599819345129,10,29
"5225","pasaban",9.48007212248255,10,29
"5226","hipotecarios",8.90623100291349,10,29
"5227","cigarrillos",8.70146588594003,10,29
"5228","renovó",8.50246393671104,10,29
"5229","primordial",8.34582279785227,10,29
"5230","continental",8.03179973188309,10,29
"5231","especiales",-11.0855005635128,10,29
"5232","impediría",-10.8941975525,10,29
"5233","recesión",-10.1745465918628,10,29
"5234","viajantes",-9.92273787831132,10,29
"5235","subsecretaría",-9.48646486959313,10,29
"5236","registraronpersonas",-9.183357523846,10,29
"5237","ruido",-8.93805985856764,10,29
"5238","salid",-8.85667761096011,10,29
"5239","iniciar",-8.74995014571151,10,29
"5240","detenciones",-8.64644910579568,10,29
"5241","poemas",11.8019250529601,10,30
"5242","losmil",10.9770166200062,10,30
"5243","hipotecarios",9.53254232856914,10,30
"5244","cigarrillos",9.38290887323608,10,30
"5245","gravísimo",9.0530952464765,10,30
"5246","deporte",9.0394223082871,10,30
"5247","parar",8.74750948880344,10,30
"5248","primordial",8.1645761916222,10,30
"5249","despensa",8.16376434910745,10,30
"5250","interrumpir",8.14777340675213,10,30
"5251","conseguirían",-10.8150973250369,10,30
"5252","epidemiológicos",-10.809224774244,10,30
"5253","estará",-10.5449373199533,10,30
"5254","planteada",-9.74044973558898,10,30
"5255","existentes",-8.46044260622119,10,30
"5256","depesos",-8.25140034823855,10,30
"5257","provocado",-8.1701833232359,10,30
"5258","discusión",-8.16338120806844,10,30
"5259","temperatura",-7.83557779807504,10,30
"5260","chacomendozacórdobatierra",-7.54021913318558,10,30
"5261","bola",11.2738582432774,10,31
"5262","poemas",11.1167273409446,10,31
"5263","deporte",11.1047175233891,10,31
"5264","losmil",10.0979574655238,10,31
"5265","pasaban",9.23714397950569,10,31
"5266","quepacientes",9.03145728972129,10,31
"5267","gravísimo",9.00453978410783,10,31
"5268","renovó",8.79693484295438,10,31
"5269","hipotecarios",8.43174495450709,10,31
"5270","primordial",8.42800702676928,10,31
"5271","cae",-9.20254062178966,10,31
"5272","descentralizó",-8.28579990293646,10,31
"5273","anonimato",-8.08746260034965,10,31
"5274","eje",-7.97992285762031,10,31
"5275","prevista",-7.72577187896177,10,31
"5276","cabral",-7.60418305831655,10,31
"5277","vivieron",-7.53182997019077,10,31
"5278","cambios",-7.49984775828164,10,31
"5279","enfermeros",-7.38696753958067,10,31
"5280","realizo",-7.23068909065113,10,31
"5281","losmil",11.7828422217131,10,32
"5282","poemas",11.2870595456474,10,32
"5283","deporte",10.5382941698706,10,32
"5284","bola",10.1801412612772,10,32
"5285","cigarrillos",9.5459310249644,10,32
"5286","gravísimo",9.09049060848883,10,32
"5287","hipotecarios",8.92614606416012,10,32
"5288","quepacientes",8.68925717516301,10,32
"5289","parar",8.53468141056177,10,32
"5290","lesiones",8.51574610444834,10,32
"5291","cierran",-11.7685355333088,10,32
"5292","vinieron",-10.2980223328339,10,32
"5293","gastos",-9.97946859933874,10,32
"5294","sucursales",-9.22264696557519,10,32
"5295","escena",-9.09073967270784,10,32
"5296","desmalezado",-8.98306103234528,10,32
"5297","destinen",-8.88227866321474,10,32
"5298","previstos",-8.65664081704997,10,32
"5299","fsu",-8.51791987570926,10,32
"5300","teléfonos",-8.35497810983772,10,32
"5301","maría",11.5280279973704,11,12
"5302","quese",10.2500229177623,11,12
"5303","usa",9.70282074511169,11,12
"5304","verificar",9.39278786968985,11,12
"5305","presentan",9.17347459793303,11,12
"5306","conseguir",9.00209586658649,11,12
"5307","aislarlos",8.8357128357215,11,12
"5308","carreras",8.47723143198261,11,12
"5309","enfrentó",8.0201015117991,11,12
"5310","comprobó",7.9508514810912,11,12
"5311","ministra",-10.6482777625202,11,12
"5312","urbanos",-9.36509503983896,11,12
"5313","vera",-8.76173103808387,11,12
"5314","teorías",-8.30666539166762,11,12
"5315","ingresó",-8.28560121794247,11,12
"5316","ceo",-8.14088603550289,11,12
"5317","aumentando",-7.70861430923695,11,12
"5318","grandes",-7.51402947279124,11,12
"5319","etiología",-7.34538400972918,11,12
"5320","coincidencia",-7.27983469895546,11,12
"5321","maría",11.2155331030597,11,13
"5322","quese",10.0072655153791,11,13
"5323","presentan",9.83730943610846,11,13
"5324","verificar",9.10552574903184,11,13
"5325","adhirió",8.64571722288111,11,13
"5326","usa",8.57131599057072,11,13
"5327","verdaderos",8.37141233225109,11,13
"5328","aislarlos",8.3691931664357,11,13
"5329","carreras",8.32799798011039,11,13
"5330","acompañates",8.32354819680781,11,13
"5331","vieron",-10.1612578157012,11,13
"5332","lasahoras",-9.61935592149031,11,13
"5333","contribuyendo",-9.59935371890318,11,13
"5334","barreras",-8.88356266181216,11,13
"5335","domingole",-8.45935602487536,11,13
"5336","comunicadas",-8.4164205568134,11,13
"5337","pernoctar",-8.01289654890645,11,13
"5338","quisieron",-7.96095429570358,11,13
"5339","pagará",-7.9093059191401,11,13
"5340","realizaronmuestras",-7.79140493955298,11,13
"5341","presentan",9.94388233666029,11,14
"5342","maría",9.66781158236979,11,14
"5343","aislarlos",9.53273741884139,11,14
"5344","quese",9.05513335482599,11,14
"5345","usa",8.93264444553115,11,14
"5346","departamento",8.75719138262198,11,14
"5347","verificar",8.62293805494509,11,14
"5348","verdaderos",8.58057710959754,11,14
"5349","chileno",8.1910734594846,11,14
"5350","unaspersonas",7.85795895970813,11,14
"5351","pudieron",-11.2293206551921,11,14
"5352","tuvieron",-9.3983107892535,11,14
"5353","sol",-8.93993204753121,11,14
"5354","obtenidas",-8.8951955702619,11,14
"5355","evaluación",-8.79663220836269,11,14
"5356","constitución",-8.47798956551376,11,14
"5357","rosalos",-8.36795618286986,11,14
"5358","abrirá",-8.16578767081448,11,14
"5359","quizás",-8.03383110053878,11,14
"5360","renal",-7.93072200842247,11,14
"5361","quese",10.2265837688097,11,15
"5362","maría",10.1297113950293,11,15
"5363","presentan",9.77859410606801,11,15
"5364","departamento",8.9729978186433,11,15
"5365","verificar",8.69775667042052,11,15
"5366","aislarlos",8.53419247407237,11,15
"5367","senado",8.4047274910377,11,15
"5368","cancelan",8.38434164318283,11,15
"5369","acompañates",8.02022552844327,11,15
"5370","cubrir",7.92187681082314,11,15
"5371","deyaños",-11.1881445656813,11,15
"5372","londres",-11.0720848473696,11,15
"5373","losaños",-10.9748547230439,11,15
"5374","papel",-10.0035240227073,11,15
"5375","compete",-9.44731127183004,11,15
"5376","area",-8.65463964956095,11,15
"5377","san",-8.32472994491363,11,15
"5378","pudieron",-8.14232726205105,11,15
"5379","molas",-8.0924958020619,11,15
"5380","adaptarse",-8.04990239127137,11,15
"5381","presentan",10.314230090395,11,16
"5382","aislarlos",9.21677308672074,11,16
"5383","usa",9.16043511612108,11,16
"5384","verificar",8.97503022124116,11,16
"5385","quese",8.77386475228453,11,16
"5386","carreras",8.74324103551761,11,16
"5387","departamento",8.7374013480917,11,16
"5388","verdaderos",8.61393344366495,11,16
"5389","chileno",8.37584231817991,11,16
"5390","maría",8.23394129381097,11,16
"5391","trasladará",-9.47543554399222,11,16
"5392","requiera",-9.33653432271031,11,16
"5393","quejado",-9.2897080226196,11,16
"5394","intensiva",-9.28554865606423,11,16
"5395","oriunda",-9.2500572551968,11,16
"5396","muestras",-9.09557000040427,11,16
"5397","sueldos",-8.76138863746367,11,16
"5398","unosy",-8.35930959714119,11,16
"5399","esclarecer",-8.02849194900081,11,16
"5400","efecto",-7.97254722518997,11,16
"5401","maría",11.2527027349213,11,17
"5402","verificar",9.38166114695828,11,17
"5403","usa",9.36648841765212,11,17
"5404","presentan",8.80222411988411,11,17
"5405","departamento",8.72036867609526,11,17
"5406","conseguir",8.71335557642193,11,17
"5407","senado",8.63755087905822,11,17
"5408","aislarlos",8.43988584203837,11,17
"5409","quese",8.26515654324586,11,17
"5410","enfrentó",8.16949997526066,11,17
"5411","intensivas",-10.9458271041493,11,17
"5412","evitaría",-10.9151424728571,11,17
"5413","ingreso",-9.7001205055754,11,17
"5414","imitar",-8.82212167639099,11,17
"5415","jakavi",-8.63144332289763,11,17
"5416","saá",-8.38366677752736,11,17
"5417","quehué",-8.28438612140186,11,17
"5418","capitales",-8.19487866468532,11,17
"5419","denueve",-7.70397945145307,11,17
"5420","analizando",-7.66916631365081,11,17
"5421","maría",11.291984238427,11,18
"5422","presentan",10.0428104633331,11,18
"5423","aislarlos",9.70558720276469,11,18
"5424","quese",9.45394376977284,11,18
"5425","verificar",9.31510778493984,11,18
"5426","conseguir",9.19970348804443,11,18
"5427","senado",8.7505505597921,11,18
"5428","adhirió",8.64448848472719,11,18
"5429","usa",8.3620221059513,11,18
"5430","enfrentó",8.25125818089296,11,18
"5431","crucenéstor",-11.1129624461483,11,18
"5432","retórica",-10.0740286217151,11,18
"5433","gráficos",-10.0519489252671,11,18
"5434","cursabadía",-10.0101191012887,11,18
"5435","carrito",-9.95457737632656,11,18
"5436","pérez",-9.24417234779872,11,18
"5437","multiplican",-9.20907609590833,11,18
"5438","grafk",-9.05024181866164,11,18
"5439","grabado",-8.99131829990065,11,18
"5440","proponiendo",-8.98401361492097,11,18
"5441","quese",10.0062499185174,11,19
"5442","maría",9.79831265420667,11,19
"5443","presentan",9.62372386992469,11,19
"5444","aislarlos",9.40262841541852,11,19
"5445","conseguir",9.01905080742689,11,19
"5446","chileno",8.83389363235669,11,19
"5447","usa",8.68578130887744,11,19
"5448","senado",8.64819565200831,11,19
"5449","verificar",8.58032874235081,11,19
"5450","cubrir",8.16985057321578,11,19
"5451","mujeres",-10.9095734568786,11,19
"5452","turno",-10.0977208291709,11,19
"5453","efector",-10.0811950732122,11,19
"5454","contaron",-9.52106465062011,11,19
"5455","examinadoras",-9.06266665835349,11,19
"5456","coopere",-8.78914263142958,11,19
"5457","liberen",-8.68301831052453,11,19
"5458","almaceneros",-7.97538000443949,11,19
"5459","enviado",-7.96328517567504,11,19
"5460","interrupción",-7.63302349160847,11,19
"5461","maría",10.5999543645658,11,20
"5462","usa",9.49068066147115,11,20
"5463","verificar",9.17674442710521,11,20
"5464","aislarlos",9.1416257794265,11,20
"5465","chileno",8.77950347937064,11,20
"5466","carreras",8.55870265104276,11,20
"5467","quese",8.32427303424002,11,20
"5468","renunciar",8.1325751231822,11,20
"5469","comprobó",8.0107740993295,11,20
"5470","conseguir",7.97295033522882,11,20
"5471","sudamérica",-11.2306054503169,11,20
"5472","desórdenes",-9.85027484522431,11,20
"5473","quepacientes",-9.27630961584145,11,20
"5474","rescatamos",-8.95725624630804,11,20
"5475","lasel",-8.8042953910941,11,20
"5476","bases",-8.68709906855264,11,20
"5477","circulaban",-8.23497230219664,11,20
"5478","genteeh",-8.01940154941666,11,20
"5479","nápoles",-8.01525720528331,11,20
"5480","maneras",-7.83427292852819,11,20
"5481","quese",10.0016637451984,11,21
"5482","aislarlos",9.69151599747142,11,21
"5483","verificar",9.16767911565281,11,21
"5484","carreras",8.5322506496327,11,21
"5485","maría",8.47693615869978,11,21
"5486","adhirió",8.43794102509884,11,21
"5487","presentan",8.27551239166415,11,21
"5488","verdaderos",8.10435661531186,11,21
"5489","cubrir",7.95368785952779,11,21
"5490","acompañates",7.94688887820001,11,21
"5491","cuyos",-10.3505396894464,11,21
"5492","pymespor",-10.2548862641818,11,21
"5493","pertinentes",-9.07860417878749,11,21
"5494","contemplaciones",-8.92132459991416,11,21
"5495","enviadas",-8.58206992998491,11,21
"5496","adhesión",-8.49542346431756,11,21
"5497","contagiarse",-8.44269682329698,11,21
"5498","recoger",-8.00450094503593,11,21
"5499","whats",-7.89261634831824,11,21
"5500","respeten",-7.88674891281631,11,21
"5501","quese",10.1061206284175,11,22
"5502","presentan",9.4418577182151,11,22
"5503","conseguir",9.16609910068929,11,22
"5504","maría",8.96277434817426,11,22
"5505","aislarlos",8.84779480367471,11,22
"5506","chileno",8.74631483816724,11,22
"5507","acompañates",8.43247119808317,11,22
"5508","comprobó",8.18452242798787,11,22
"5509","carreras",7.86315665764009,11,22
"5510","cubrir",7.86006170823694,11,22
"5511","antecedentes",-12.4385845040191,11,22
"5512","recorte",-11.3337253705516,11,22
"5513","normativas",-11.3221052122718,11,22
"5514","ofuscados",-10.2862306002992,11,22
"5515","visitó",-10.1195573754811,11,22
"5516","viajaron",-9.91382548276099,11,22
"5517","escaló",-9.4382348043366,11,22
"5518","concluimos",-9.38877978594254,11,22
"5519","sappa",-9.33432589768659,11,22
"5520","ymenos",-8.88942322096165,11,22
"5521","aislarlos",9.74101215482441,11,23
"5522","usa",9.58033604372015,11,23
"5523","maría",9.54295533693816,11,23
"5524","quese",9.10910814216152,11,23
"5525","carreras",8.68114876676896,11,23
