"","palabra","freq","magrado","mactivacion","mimag"
"795","cabo",3,1.8,1.6,2.4
"796","caída",3,1.6,2.6,2.8
"797","calle",3,2,1.6,2.8
"798","calor",3,2.4,2.4,3
"799","cambiante",3,NA,NA,NA
"800","camineras",3,NA,NA,NA
"801","capacitado",3,NA,NA,NA
"802","cargo",3,2.2,2.4,2.8
"803","causa",3,2.4,2.4,2.2
"804","celular",3,2,2,2.2
"805","central",3,1.8,1.6,2.6
"806","cientos",3,NA,NA,NA
"807","cinco",3,NA,NA,NA
"808","cola",3,2.4,1.6,2.8
"809","colas",3,NA,NA,NA
"810","combustibles",3,NA,NA,NA
"811","comentó",3,NA,NA,NA
"812","comida",3,3,2,3
"813","comisarías",3,NA,NA,NA
"814","comisión",3,1.8,2.6,2.6
"815","compras",3,NA,NA,NA
"816","concurrir",3,NA,NA,NA
"817","conducir",3,2.8,3,3
"818","confirmaron",3,NA,NA,NA
"819","consideración",3,NA,NA,NA
"820","considerará",3,NA,NA,NA
"821","constatación",3,NA,NA,NA
"822","consultar",3,NA,NA,NA
"823","contar",3,2.4,3,2.8
"824","continuar",3,2.6,2.8,1.8
"825","convención",3,NA,NA,NA
"826","convirtió",3,NA,NA,NA
"827","coopecad",3,NA,NA,NA
"828","córdoba",3,NA,NA,NA
"829","coronavirusasp",3,NA,NA,NA
"830","coronaviruscovid",3,NA,NA,NA
"831","corresponda",3,NA,NA,NA
"832","corriente",3,2,2.4,2.5
"833","cosas",3,NA,NA,NA
"834","costa",3,2.8,1.4,3
"835","creo",3,NA,NA,NA
"836","cuales",3,NA,NA,NA
"837","cuarentenalapampagobar",3,NA,NA,NA
"838","cuatro",3,NA,NA,NA
"839","cuidarse",3,NA,NA,NA
"840","decidió",3,NA,NA,NA
"841","declaración",3,2,3,1.8
"842","decretos",3,NA,NA,NA
"843","dehoras",3,NA,NA,NA
"844","dejó",3,NA,NA,NA
"845","delitos",3,NA,NA,NA
"846","depende",3,NA,NA,NA
"847","dependencias",3,NA,NA,NA
"848","deportivos",3,NA,NA,NA
"849","derecho",3,2.2,2.3,1.9
"850","desalentar",3,NA,NA,NA
"851","desarrolla",3,NA,NA,NA
"852","descartadocasos",3,NA,NA,NA
"853","desestimó",3,NA,NA,NA
"854","destino",3,2.4,2,2.2
"855","detenido",3,NA,NA,NA
"856","determinar",3,2.2,2.8,1.6
"857","deuda",3,1.2,1.8,2.8
"858","diagnóstico",3,NA,NA,NA
"859","diarias",3,NA,NA,NA
"860","dicho",3,NA,NA,NA
"861","difícil",3,2,2.2,2.2
"862","dimos",3,NA,NA,NA
"863","director",3,2,2.4,2.8
"864","dispuesta",3,NA,NA,NA
"865","disputa",3,NA,NA,NA
"866","distribución",3,2.2,2.4,2
"867","durantedías",3,NA,NA,NA
"868","edad",3,2,2,2
"869","efecto",3,2.4,2.8,1.6
"870","efectos",3,NA,NA,NA
"871","ejemplo",3,2.2,2.6,2
"872","energía",3,2.8,2.8,3
"873","enero",3,NA,NA,NA
"874","enfermedades",3,NA,NA,NA
"875","entrada",3,2.4,2.2,2.8
"876","entrar",3,2.2,3,3
"877","entretenimiento",3,NA,NA,NA
"878","escala",3,2.4,1.8,2.2
"879","esenciales",3,NA,NA,NA
"880","especial",3,2.6,1.8,2.4
"881","estatus",3,NA,NA,NA
"882","expresó",3,NA,NA,NA
"883","extranjero",3,2.3,2.1,2.5
"884","extremar",3,NA,NA,NA
"885","facebook",3,NA,NA,NA
"886","fallecieron",3,NA,NA,NA
"887","febrero",3,NA,NA,NA
"888","fechade",3,NA,NA,NA
"889","feriado",3,NA,NA,NA
"890","finalmente",3,NA,NA,NA
"891","física",3,NA,NA,NA
"892","francia",3,NA,NA,NA
"893","franja",3,NA,NA,NA
"894","frenar",3,NA,NA,NA
"895","fuerte",3,2.7,2.7,2.6
"896","funcionamiento",3,2.8,3,2.6
"897","futbolistas",3,NA,NA,NA
"898","gaming",3,NA,NA,NA
"899","generando",3,NA,NA,NA
"900","generó",3,NA,NA,NA
"901","giles",3,NA,NA,NA
"902","grupo",3,2.6,2,2.8
"903","guantes",3,NA,NA,NA
"904","guardias",3,NA,NA,NA
"905","habituales",3,NA,NA,NA
"906","hacerlo",3,NA,NA,NA
"907","hospitales",3,NA,NA,NA
"908","humanos",3,NA,NA,NA
"909","iba",3,NA,NA,NA
"910","imposible",3,1.6,2,2.8
"911","imprescindibles",3,NA,NA,NA
"912","impuesto",3,NA,NA,NA
"913","incluyó",3,NA,NA,NA
"914","informado",3,NA,NA,NA
"915","informaron",3,NA,NA,NA
"916","informe",3,1.8,1.8,1.4
"917","ingresan",3,NA,NA,NA
"918","inició",3,NA,NA,NA
"919","internado",3,NA,NA,NA
"920","internet",3,2.4,2.4,3
"921","joven",3,2.2,2.3,2.8
"922","judicial",3,1.2,1.6,2.6
"923","juegos",3,NA,NA,NA
"924","jueves",3,NA,NA,NA
"925","lapampawwwsaludlapampagovar",3,NA,NA,NA
"926","larga",3,NA,NA,NA
"927","legal",3,NA,NA,NA
"928","legítimo",3,NA,NA,NA
"929","licencias",3,NA,NA,NA
"930","límite",3,2.1429,2.5714,2.5714
"931","llegando",3,NA,NA,NA
"932","lunes",3,NA,NA,NA
"933","manos",3,NA,NA,NA
"934","mario",3,2.6,2.4,2.6
"935","massa",3,NA,NA,NA
"936","mata",3,NA,NA,NA
"937","médico",3,2.3,2.4,3
"938","mejor",3,2.73335,2.11665,2.18335
"939","mercados",3,NA,NA,NA
"940","mes",3,2.2,2,2.2
"941","micro",3,NA,NA,NA
"942","minimizar",3,NA,NA,NA
"943","ministros",3,NA,NA,NA
"944","minoristas",3,NA,NA,NA
"945","minutos",3,NA,NA,NA
"946","mismos",3,NA,NA,NA
"947","mitigar",3,NA,NA,NA
"948","modalidades",3,NA,NA,NA
"949","molina",3,NA,NA,NA
"950","muerte",3,1.2,2,2.2
"951","municipio",3,2,1.8,2.6
"952","municipios",3,NA,NA,NA
"953","murieron",3,NA,NA,NA
"954","negativo",3,NA,NA,NA
"955","neuquén",3,NA,NA,NA
"956","ninguna",3,NA,NA,NA
"957","niños",3,NA,NA,NA
"958","notificados",3,NA,NA,NA
"959","nuevamente",3,2,1.8,1.8
"960","obstante",3,NA,NA,NA
"961","pagos",3,NA,NA,NA
"962","panorama",3,NA,NA,NA
"963","parar",3,2,3,3
"964","particularmente",3,2.2,2.4,1.4
"965","pasada",3,NA,NA,NA
"966","pasando",3,NA,NA,NA
"967","pasos",3,NA,NA,NA
"968","paulucci",3,NA,NA,NA
"969","penales",3,NA,NA,NA
"970","penalmente",3,NA,NA,NA
"971","permitan",3,NA,NA,NA
"972","permite",3,NA,NA,NA
"973","pese",3,NA,NA,NA
"974","piquense",3,NA,NA,NA
"975","pleno",3,2.7143,2.2857,1.7143
"976","pobladores",3,NA,NA,NA
"977","podemos",3,NA,NA,NA
"978","policiales",3,NA,NA,NA
"979","precisó",3,NA,NA,NA
"980","preocupados",3,NA,NA,NA
"981","prioridad",3,NA,NA,NA
"982","privados",3,NA,NA,NA
"983","problema",3,1.2,2.4,2.4
"984","proceso",3,2,2.8,2.6
"985","productiva",3,NA,NA,NA
"986","productos",3,NA,NA,NA
"987","provocada",3,NA,NA,NA
"988","próxima",3,NA,NA,NA
"989","públicas",3,NA,NA,NA
"990","pubs",3,NA,NA,NA
"991","puesto",3,2,2.4,1.8
"992","quedan",3,NA,NA,NA
"993","quedarse",3,NA,NA,NA
"994","queremos",3,NA,NA,NA
"995","realización",3,2.8,2.8,2.4
"996","realizarse",3,NA,NA,NA
"997","recesión",3,NA,NA,NA
"998","recibido",3,NA,NA,NA
"999","recién",3,2.25,2.375,2.625
"1000","reducir",3,1.6,2.8,2.2
"1001","región",3,2,1.8,1.6
"1002","registraron",3,NA,NA,NA
"1003","regresar",3,2.4,3,2.8
"1004","repercusión",3,NA,NA,NA
"1005","reprimido",3,NA,NA,NA
"1006","residencias",3,NA,NA,NA
"1007","respetar",3,3,2.8,2.6
"1008","respiradores",3,NA,NA,NA
"1009","restricción",3,NA,NA,NA
"1010","resulta",3,NA,NA,NA
"1011","reunió",3,NA,NA,NA
"1012","reuniones",3,NA,NA,NA
"1013","río",3,2.6,2.4,2.8
"1014","ríos",3,NA,NA,NA
"1015","ruta",3,2.4,2.2,3
"1016","sanitarios",3,NA,NA,NA
"1017","schmidt",3,NA,NA,NA
"1018","segunda",3,NA,NA,NA
"1019","segundo",3,2,1.6,1.8
"1020","siguen",3,NA,NA,NA
"1021","siguientes",3,NA,NA,NA
"1022","sindicato",3,NA,NA,NA
"1023","sistemas",3,NA,NA,NA
"1024","solidaridad",3,NA,NA,NA
"1025","sólo",3,2,1.8,2
"1026","sometidos",3,NA,NA,NA
"1027","sonlos",3,NA,NA,NA
"1028","sponsors",3,NA,NA,NA
"1029","subsidios",3,NA,NA,NA
"1030","suspende",3,NA,NA,NA
"1031","tales",3,NA,NA,NA
"1032","tarjetas",3,NA,NA,NA
"1033","tasas",3,NA,NA,NA
"1034","taxistas",3,NA,NA,NA
"1035","télam",3,NA,NA,NA
"1036","tema",3,2,1.6,1.6
"1037","temperley",3,NA,NA,NA
"1038","tercer",3,NA,NA,NA
"1039","tercera",3,NA,NA,NA
"1040","tomando",3,NA,NA,NA
"1041","trabajan",3,NA,NA,NA
"1042","trámite",3,NA,NA,NA
"1043","tratando",3,NA,NA,NA
"1044","última",3,NA,NA,NA
"1045","usted",3,NA,NA,NA
"1046","vacunas",3,NA,NA,NA
"1047","varias",3,NA,NA,NA
"1048","varios",3,NA,NA,NA
"1049","vencimientos",3,NA,NA,NA
"1050","verdulerías",3,NA,NA,NA
"1051","viajado",3,NA,NA,NA
"1052","viajero",3,NA,NA,NA
"1053","víctimas",3,NA,NA,NA
"1054","vinculadas",3,NA,NA,NA
"1055","visitar",3,3,3,3
"1056","viviendo",3,NA,NA,NA
"1057","vivo",3,2.5,2.8333,2.6667
"1058","yde",3,NA,NA,NA
"1059","zonascontransmisionlocal",3,NA,NA,NA
"1060","abiertas",2,NA,NA,NA
"1061","abiertos",2,NA,NA,NA
"1062","abstenerse",2,NA,NA,NA
"1063","acción",2,2.6,3,2.8
"1064","acompañar",2,2.8,3,2.4
"1065","acordaron",2,NA,NA,NA
"1066","acreditación",2,NA,NA,NA
"1067","actor",2,2.4,2.8,3
"1068","actuación",2,2.4,3,2.8
"1069","acusado",2,NA,NA,NA
"1070","adecuado",2,NA,NA,NA
"1071","administración",2,2,2.1667,2.5
"1072","adopción",2,NA,NA,NA
"1073","adoptadas",2,NA,NA,NA
"1074","advertido",2,NA,NA,NA
"1075","aerolíneas",2,NA,NA,NA
"1076","afecta",2,NA,NA,NA
"1077","afectada",2,NA,NA,NA
"1078","afectando",2,NA,NA,NA
"1079","afines",2,NA,NA,NA
"1080","afuera",2,2.2,1.8,2.8
"1081","aglomeración",2,NA,NA,NA
"1082","aguarda",2,NA,NA,NA
"1083","aislados",2,NA,NA,NA
"1084","ajuste",2,NA,NA,NA
"1085","alarma",2,NA,NA,NA
"1086","albertismo",2,NA,NA,NA
"1087","alcohol",2,2.2,2,2.8
"1088","alde",2,NA,NA,NA
"1089","alejandro",2,NA,NA,NA
"1090","alemania",2,NA,NA,NA
"1091","algún",2,NA,NA,NA
"1092","alguna",2,NA,NA,NA
"1093","alguno",2,NA,NA,NA
"1094","alojar",2,NA,NA,NA
"1095","altamar",2,NA,NA,NA
"1096","ámbitos",2,NA,NA,NA
"1097","ampliar",2,2.8,2.6,2.4
"1098","analistas",2,NA,NA,NA
"1099","analizar",2,2,3,2.4
"1100","animal",2,2.8,2.6,2.8
"1101","anónimo",2,NA,NA,NA
"1102","anunciar",2,2.6,2.6,2.8
"1103","apenas",2,2,1.8333,2.1667
"1104","apersonas",2,NA,NA,NA
"1105","aplazamiento",2,NA,NA,NA
"1106","aproximadamente",2,2,1.8,2.2
"1107","aquél",2,NA,NA,NA
"1108","aquí",2,NA,NA,NA
"1109","argentinos",2,NA,NA,NA
"1110","armar",2,2.5714,2.8571,2.7143
"1111","artículodel",2,NA,NA,NA
"1112","aseguraron",2,NA,NA,NA
"1113","atemorizante",2,NA,NA,NA
"1114","atiende",2,NA,NA,NA
"1115","audiencia",2,2.4,2.2,2.2
"1116","autódromo",2,NA,NA,NA
"1117","automáticamente",2,NA,NA,NA
"1118","autorizados",2,NA,NA,NA
"1119","aviso",2,NA,NA,NA
"1120","balance",2,NA,NA,NA
"1121","bicameral",2,NA,NA,NA
"1122","bienes",2,NA,NA,NA
"1123","bolsas",2,NA,NA,NA
"1124","bomberos",2,NA,NA,NA
"1125","bonaerense",2,NA,NA,NA
"1126","brasileños",2,NA,NA,NA
"1127","brindado",2,NA,NA,NA
"1128","buenos",2,NA,NA,NA
"1129","buodo",2,NA,NA,NA
"1130","burbuja",2,NA,NA,NA
"1131","busca",2,2.2,2.6,2.6
"1132","buscan",2,NA,NA,NA
"1133","buscando",2,NA,NA,NA
"1134","buscar",2,2.2,3,2.8
"1135","cabe",2,NA,NA,NA
"1136","cadena",2,1.2,2,3
"1137","caer",2,1.5,1.6667,2.3333
"1138","cálculos",2,NA,NA,NA
"1139","calendario",2,NA,NA,NA
"1140","california",2,NA,NA,NA
"1141","calles",2,NA,NA,NA
"1142","cambiar",2,2.3333,2.6667,2.1667
"1143","cambio",2,2.6,2.8,2
"1144","campo",2,3,1.7143,3
"1145","canaria",2,NA,NA,NA
"1146","cancillería",2,NA,NA,NA
"1147","caos",2,1.6,2,2.4
"1148","capitales",2,NA,NA,NA
"1149","capitán",2,2.4,2.6,3
"1150","carácter",2,2.4,2.2,2
"1151","carrera",2,2.2,2.8,3
"1152","casosson",2,NA,NA,NA
"1153","centralidad",2,NA,NA,NA
"1154","cerrados",2,NA,NA,NA
"1155","chacode",2,NA,NA,NA
"1156","chicos",2,NA,NA,NA
"1157","cierto",2,2.4,2.2,1.8
"1158","cifras",2,NA,NA,NA
"1159","cigarrillos",2,NA,NA,NA
"1160","circulaban",2,NA,NA,NA
"1161","circulando",2,NA,NA,NA
"1162","circulen",2,NA,NA,NA
"1163","circunstancias",2,NA,NA,NA
"1164","citada",2,NA,NA,NA
"1165","civil",2,2,2.2,1.4
"1166","clara",2,NA,NA,NA
"1167","claro",2,3,1.81665,2.63335
"1168","clase",2,2.4,2.2,2.6
"1169","clave",2,2,2.4,2.6
"1170","clientela",2,NA,NA,NA
"1171","cobren",2,NA,NA,NA
"1172","colaboración",2,3,3,2.4
"1173","comenzado",2,NA,NA,NA
"1174","comenzó",2,NA,NA,NA
"1175","comercial",2,2.2,2.2,2.6
"1176","comience",2,NA,NA,NA
"1177","comisaría",2,NA,NA,NA
"1178","commodities",2,NA,NA,NA
"1179","compañeros",2,NA,NA,NA
"1180","completo",2,2.4,2.2,2.6
"1181","comportamiento",2,2.2,2.6,2.4
"1182","común",2,2,2,2
"1183","comunicaciones",2,NA,NA,NA
"1184","concejo",2,NA,NA,NA
"1185","conceptos",2,NA,NA,NA
"1186","concordia",2,NA,NA,NA
"1187","concretos",2,NA,NA,NA
"1188","concurrencia",2,NA,NA,NA
"1189","concurrente",2,NA,NA,NA
"1190","conducción",2,NA,NA,NA
"1191","conducta",2,2,2.4,1.8
"1192","conferencia",2,2.3333,2.8333,2.8333
"1193","confió",2,NA,NA,NA
"1194","confirma",2,NA,NA,NA
"1195","conforma",2,NA,NA,NA
"1196","congreso",2,2,2.4,2.4
"1197","conocida",2,NA,NA,NA
"1198","consagrados",2,NA,NA,NA
"1199","consejos",2,NA,NA,NA
"1200","considera",2,NA,NA,NA
"1201","considerados",2,NA,NA,NA
"1202","construcción",2,2.4,3,2.6
"1203","consultas",2,NA,NA,NA
"1204","contagiar",2,NA,NA,NA
"1205","continúan",2,NA,NA,NA
"1206","continuará",2,NA,NA,NA
"1207","convencional",2,NA,NA,NA
"1208","conviven",2,NA,NA,NA
"1209","cooperativa",2,NA,NA,NA
"1210","córdobade",2,NA,NA,NA
"1211","corporaciones",2,NA,NA,NA
"1212","corredores",2,NA,NA,NA
"1213","corresponden",2,NA,NA,NA
"1214","correspondiente",2,2,1.8,1.8
"1215","correspondientes",2,NA,NA,NA
"1216","corrientesde",2,NA,NA,NA
"1217","coruña",2,NA,NA,NA
"1218","cotorra",2,NA,NA,NA
"1219","courtois",2,NA,NA,NA
"1220","crece",2,NA,NA,NA
"1221","crecía",2,NA,NA,NA
"1222","creciente",2,NA,NA,NA
"1223","créditos",2,NA,NA,NA
"1224","creer",2,2.6,2.6,2.2
"1225","crezca",2,NA,NA,NA
"1226","criterio",2,NA,NA,NA
"1227","criterios",2,NA,NA,NA
"1228","cruz",2,1.6,2,3
"1229","cuarta",2,NA,NA,NA
"1230","cuentan",2,NA,NA,NA
"1231","cuerpo",2,2,2.2,3
"1232","cumpla",2,NA,NA,NA
"1233","cumple",2,NA,NA,NA
"1234","cursos",2,NA,NA,NA
"1235","cuya",2,NA,NA,NA
"1236","cuyos",2,NA,NA,NA
"1237","dado",2,NA,NA,NA
"1238","dados",2,NA,NA,NA
"1239","damián",2,NA,NA,NA
"1240","daño",2,1,2,2.6
"1241","dar",2,2.8,3,3
"1242","dará",2,NA,NA,NA
"1243","darle",2,NA,NA,NA
"1244","dato",2,2.6,1.6,2.8
"1245","dea",2,NA,NA,NA
"1246","debe",2,1.8,2,1.4
"1247","deberes",2,NA,NA,NA
"1248","decasos",2,NA,NA,NA
"1249","decesos",2,NA,NA,NA
"1250","decidido",2,NA,NA,NA
"1251","decidieron",2,NA,NA,NA
"1252","declarada",2,NA,NA,NA
"1253","declarare",2,NA,NA,NA
"1254","decnuapnpte",2,NA,NA,NA
"1255","defensa",2,2.6,2.2,2.8
"1256","dejen",2,NA,NA,NA
"1257","delalde",2,NA,NA,NA
"1258","deliberante",2,NA,NA,NA
"1259","demuertes",2,NA,NA,NA
"1260","demuertos",2,NA,NA,NA
"1261","denunciado",2,NA,NA,NA
"1262","denunciados",2,NA,NA,NA
"1263","denunciar",2,NA,NA,NA
"1264","denunció",2,NA,NA,NA
"1265","depaíses",2,NA,NA,NA
"1266","departamento",2,2.2,1.8,2.8
"1267","deportiva",2,NA,NA,NA
"1268","deresidencias",2,NA,NA,NA
"1269","derivada",2,NA,NA,NA
"1270","descartados",2,NA,NA,NA
"1271","desconcierto",2,NA,NA,NA
"1272","desconoce",2,NA,NA,NA
"1273","desempeña",2,NA,NA,NA
"1274","desobedeciere",2,NA,NA,NA
"1275","despensa",2,NA,NA,NA
"1276","despensas",2,NA,NA,NA
"1277","desplazamientos",2,NA,NA,NA
"1278","desplazarse",2,NA,NA,NA
"1279","destacar",2,2.6,2.8,2.2
"1280","detalla",2,NA,NA,NA
"1281","detalles",2,NA,NA,NA
"1282","detalló",2,NA,NA,NA
"1283","detención",2,NA,NA,NA
"1284","detenida",2,NA,NA,NA
"1285","determinan",2,NA,NA,NA
"1286","díade",2,NA,NA,NA
"1287","diálogo",2,3,3,3
"1288","diariamente",2,NA,NA,NA
"1289","diarios",2,NA,NA,NA
"1290","diariotextual",2,NA,NA,NA
"1291","dice",2,NA,NA,NA
"1292","diciendo",2,NA,NA,NA
"1293","dictado",2,NA,NA,NA
"1294","dictarán",2,NA,NA,NA
"1295","difundió",2,NA,NA,NA
"1296","digitales",2,NA,NA,NA
"1297","dimensión",2,2.4,1.8,2.4
"1298","dinero",2,2.8,2.6,3
"1299","diplomáticas",2,NA,NA,NA
"1300","directamente",2,2.4,2.6,2.8
"1301","dirigentes",2,NA,NA,NA
"1302","discapacidad",2,NA,NA,NA
"1303","disminuir",2,1.4,2.8,2
"1304","disponer",2,2.4,2.4,1.8
"1305","disponga",2,NA,NA,NA
"1306","disponible",2,2.6,2.2,2.6
"1307","dispuso",2,NA,NA,NA
"1308","disputar",2,1.7778,2.7778,2
"1309","diversas",2,NA,NA,NA
"1310","diversos",2,NA,NA,NA
"1311","docente",2,NA,NA,NA
"1312","docentes",2,NA,NA,NA
"1313","dólares",2,NA,NA,NA
"1314","domiciliario",2,NA,NA,NA
"1315","domingo",2,NA,NA,NA
"1316","dormir",2,3,1.4,3
"1317","dueño",2,2.2,2.6,3
"1318","duros",2,NA,NA,NA
"1319","eco",2,2.2,2,2.6
"1320","económicos",2,NA,NA,NA
"1321","eduardo",2,NA,NA,NA
"1322","eeuu",2,NA,NA,NA
"1323","efectuaron",2,NA,NA,NA
"1324","ejercer",2,1.8,3,2
"1325","eléctrica",2,NA,NA,NA
"1326","elementos",2,NA,NA,NA
"1327","ely",2,NA,NA,NA
"1328","emergencias",2,NA,NA,NA
"1329","emitió",2,NA,NA,NA
"1330","empezó",2,NA,NA,NA
"1331","empleada",2,NA,NA,NA
"1332","empleadores",2,NA,NA,NA
"1333","empleo",2,2.8,3,2.6
"1334","empresarios",2,NA,NA,NA
"1335","encabezado",2,NA,NA,NA
"1336","encargado",2,2.4,2.8,2.6
"1337","encontramos",2,NA,NA,NA
"1338","encuentro",2,3,2.8,3
"1339","encuentros",2,NA,NA,NA
"1340","enhoras",2,NA,NA,NA
"1341","enorme",2,2.2,2.2,2.8
"1342","ensayan",2,NA,NA,NA
"1343","entendemos",2,NA,NA,NA
"1344","entender",2,3,2.8,2.6
"1345","entero",2,2.2,1.8,2.2
"1346","entrenamiento",2,2.2,2.6,2.8
"1347","entrenar",2,NA,NA,NA
"1348","entreyaños",2,NA,NA,NA
"1349","epidemiológico",2,NA,NA,NA
"1350","eranlas",2,NA,NA,NA
"1351","escolar",2,NA,NA,NA
"1352","escorial",2,NA,NA,NA
"1353","esfuerzos",2,NA,NA,NA
"1354","esosfueron",2,NA,NA,NA
"1355","español",2,2.3333,2,2.3333
"1356","españoles",2,NA,NA,NA
"1357","especialistas",2,NA,NA,NA
"1358","espectáculos",2,NA,NA,NA
"1359","establecidas",2,NA,NA,NA
"1360","estableció",2,NA,NA,NA
"1361","estacionamiento",2,NA,NA,NA
"1362","estadounidenses",2,NA,NA,NA
"1363","estatales",2,NA,NA,NA
"1364","estudio",2,2.5,2.5,2.5
"1365","evaluando",2,NA,NA,NA
"1366","evolución",2,2.8,2.8,2
"1367","exámenes",2,NA,NA,NA
"1368","exigidos",2,NA,NA,NA
"1369","exigir",2,1.6,3,2.6
"1370","experiencia",2,2.8,2.6,2.8
"1371","explicaron",2,NA,NA,NA
"1372","expresa",2,NA,NA,NA
"1373","expresaron",2,NA,NA,NA
"1374","expreso",2,NA,NA,NA
"1375","fácil",2,2,1.8,2.8
"1376","factores",2,NA,NA,NA
"1377","faculta",2,NA,NA,NA
"1378","faerac",2,NA,NA,NA
"1379","fallecido",2,NA,NA,NA
"1380","falsa",2,NA,NA,NA
"1381","fatales",2,NA,NA,NA
"1382","favor",2,2.6,2.8,2.6
"1383","federaciones",2,NA,NA,NA
"1384","fifa",2,NA,NA,NA
"1385","figura",2,2,2,2.8
"1386","final",2,2.34285,2.3143,2.5143
"1387","financiera",2,NA,NA,NA
"1388","financiero",2,NA,NA,NA
"1389","físico",2,2.4,2,2.6
"1390","flagrancia",2,NA,NA,NA
"1391","fondos",2,NA,NA,NA
"1392","formar",2,2.4,3,2
"1393","francés",2,NA,NA,NA
"1394","fuego",2,2.8,3,3
"1395","fuegode",2,NA,NA,NA
"1396","fuente",2,2.2,1.2,3
"1397","fuertes",2,NA,NA,NA
"1398","fuerzas",2,NA,NA,NA
"1399","funcionaria",2,NA,NA,NA
"1400","funcionarios",2,NA,NA,NA
"1401","fundamental",2,2.6,2.2,2.2
"1402","futuro",2,2.6,2.3,1.7
"1403","ganancias",2,NA,NA,NA
"1404","gastronómica",2,NA,NA,NA
"1405","gastronómico",2,NA,NA,NA
"1406","gel",2,NA,NA,NA
"1407","genera",2,NA,NA,NA
"1408","generar",2,2.8,2.8,2.2
"1409","geng",2,NA,NA,NA
"1410","ginés",2,NA,NA,NA
"1411","golpeados",2,NA,NA,NA
"1412","gonzález",2,2,2,2
"1413","grabado",2,2.6,1.8,3
"1414","grande",2,2.1,2.1,2.5
"1415","grandes",2,NA,NA,NA
"1416","gremios",2,NA,NA,NA
"1417","gritos",2,NA,NA,NA
"1418","guerra",2,1,2.2,3
"1419","hábiles",2,NA,NA,NA
"1420","habitan",2,NA,NA,NA
"1421","habitual",2,1.8,2,2
"1422","habitualmente",2,NA,NA,NA
"1423","hacen",2,NA,NA,NA
"1424","harán",2,NA,NA,NA
"1425","hermoso",2,3,2.2,2.6
"1426","herramientas",2,NA,NA,NA
"1427","hijo",2,2.6,2.2,3
"1428","hisopado",2,NA,NA,NA
"1429","hisopados",2,NA,NA,NA
"1430","honorable",2,NA,NA,NA
"1431","hospedajes",2,NA,NA,NA
"1432","hotelero",2,NA,NA,NA
"1433","imágenes",2,NA,NA,NA
"1434","impacta",2,NA,NA,NA
"1435","implementación",2,NA,NA,NA
"1436","implementando",2,NA,NA,NA
"1437","importante",2,2.3333,2.3333,2.3333
"1438","importantes",2,NA,NA,NA
"1439","impuesta",2,NA,NA,NA
"1440","impuso",2,NA,NA,NA
"1441","inalienable",2,NA,NA,NA
"1442","incremento",2,NA,NA,NA
"1443","indicaba",2,NA,NA,NA
"1444","individual",2,2,2.4,2.2
"1445","industria",2,1.8,2.6,2.8
"1446","infectado",2,NA,NA,NA
"1447","influenza",2,NA,NA,NA
"1448","informaciones",2,NA,NA,NA
"1449","informes",2,NA,NA,NA
"1450","infracción",2,NA,NA,NA
"1451","ingresen",2,NA,NA,NA
"1452","ingresó",2,NA,NA,NA
"1453","inicialmente",2,NA,NA,NA
"1454","inmediata",2,NA,NA,NA
"1455","insistir",2,1.2,3,2.4
"1456","insostenible",2,NA,NA,NA
"1457","instituciones",2,NA,NA,NA
"1458","integrantes",2,NA,NA,NA
"1459","intendenta",2,NA,NA,NA
"1460","intensidad",2,2,2.2,1.8
"1461","intentó",2,NA,NA,NA
"1462","intercambio",2,NA,NA,NA
"1463","interceptado",2,NA,NA,NA
"1464","interna",2,NA,NA,NA
"1465","internada",2,NA,NA,NA
"1466","internados",2,NA,NA,NA
"1467","introducción",2,2,2.2,2.6
"1468","invierno",2,2.4,1.8,3
"1469","involucra",2,NA,NA,NA
"1470","irá",2,NA,NA,NA
"1471","italiano",2,NA,NA,NA
"1472","italianos",2,NA,NA,NA
"1473","jefes",2,NA,NA,NA
"1474","jorge",2,NA,NA,NA
"1475","jornada",2,2,2.4,2.4
"1476","juani",2,NA,NA,NA
"1477","juego",2,3,3,2.8
"1478","juez",2,1.8,2.6,3
"1479","junta",2,NA,NA,NA
"1480","jurídico",2,1.8,1.6,2.2
"1481","juventus",2,NA,NA,NA
"1482","laborales",2,NA,NA,NA
"1483","lasy",2,NA,NA,NA
"1484","lavar",2,2.8,3,3
"1485","legisladora",2,NA,NA,NA
"1486","leonardo",2,NA,NA,NA
"1487","leyes",2,NA,NA,NA
"1488","libertad",2,3,2.8,2.6
"1489","libertades",2,NA,NA,NA
"1490","libre",2,2.8,2.6,2.2
"1491","liga",2,2,1.8,2.2
"1492","liquidez",2,NA,NA,NA
"1493","llamados",2,NA,NA,NA
"1494","llamaron",2,NA,NA,NA
"1495","llegada",2,2.6,2.6,2.6
"1496","llegaron",2,NA,NA,NA
"1497","llevan",2,NA,NA,NA
"1498","lógica",2,2.4,2.6,2.6
"1499","lograron",2,NA,NA,NA
"1500","logro",2,3,2.8,2.4
"1501","londres",2,NA,NA,NA
"1502","lorenzo",2,NA,NA,NA
"1503","luciano",2,NA,NA,NA
"1504","madrugada",2,2.6,2,2.8
"1505","manifiesta",2,NA,NA,NA
"1506","mantenimiento",2,NA,NA,NA
"1507","mantiene",2,NA,NA,NA
"1508","marsella",2,NA,NA,NA
"1509","martín",2,NA,NA,NA
"1510","mas",2,NA,NA,NA
"1511","materia",2,2,1.8,2
"1512","mayo",2,NA,NA,NA
