"","palabra","freq","magrado","mactivacion","mimag"
"2923","estímulos",1,NA,NA,NA
"2924","estipula",1,NA,NA,NA
"2925","estornudo",1,NA,NA,NA
"2926","éstos",1,NA,NA,NA
"2927","estrategia",1,2.6,3,2.6
"2928","estratégicos",1,NA,NA,NA
"2929","estrecho",1,2,1.7,2.7
"2930","estrellas",1,NA,NA,NA
"2931","estricta",1,NA,NA,NA
"2932","estricto",1,NA,NA,NA
"2933","estructura",1,2,1,2
"2934","estructural",1,NA,NA,NA
"2935","etapa",1,2.2,2.4,2.6
"2936","etapas",1,NA,NA,NA
"2937","etaria",1,NA,NA,NA
"2938","etc",1,NA,NA,NA
"2939","europea",1,NA,NA,NA
"2940","evaluará",1,NA,NA,NA
"2941","evaluó",1,NA,NA,NA
"2942","evento",1,2,2.7143,2
"2943","eventual",1,NA,NA,NA
"2944","eventuales",1,NA,NA,NA
"2945","eventualmente",1,NA,NA,NA
"2946","evidencia",1,NA,NA,NA
"2947","evidencias",1,NA,NA,NA
"2948","evidenció",1,NA,NA,NA
"2949","evidente",1,2,2.2,2.4
"2950","evitando",1,NA,NA,NA
"2951","evitaría",1,NA,NA,NA
"2952","exacta",1,NA,NA,NA
"2953","exactitud",1,NA,NA,NA
"2954","exacto",1,2.8333,2.1667,2.6667
"2955","exbasquetbolista",1,NA,NA,NA
"2956","exceda",1,NA,NA,NA
"2957","excepción",1,2.2,2.6,1.6
"2958","excepcional",1,NA,NA,NA
"2959","excepcionales",1,NA,NA,NA
"2960","excepciones",1,NA,NA,NA
"2961","exceptuadas",1,NA,NA,NA
"2962","exclusividad",1,NA,NA,NA
"2963","exhibiciones",1,NA,NA,NA
"2964","exhibiendo",1,NA,NA,NA
"2965","exhibir",1,NA,NA,NA
"2966","exigió",1,NA,NA,NA
"2967","existencia",1,2.6,2,1.8
"2968","éxito",1,2.8,2.6,2.8
"2969","exitoso",1,3,2.6,2.2
"2970","exoneraron",1,NA,NA,NA
"2971","expandía",1,NA,NA,NA
"2972","expedición",1,2.8,3,3
"2973","expediente",1,NA,NA,NA
"2974","expendedoras",1,NA,NA,NA
"2975","expenderá",1,NA,NA,NA
"2976","experimentado",1,NA,NA,NA
"2977","experimentar",1,2.6667,3,2.5
"2978","expertos",1,NA,NA,NA
"2979","explotaciones",1,NA,NA,NA
"2980","explotado",1,NA,NA,NA
"2981","expone",1,NA,NA,NA
"2982","exponencial",1,NA,NA,NA
"2983","exportaciones",1,NA,NA,NA
"2984","expuesta",1,NA,NA,NA
"2985","extensión",1,2.4,1.6,2.4
"2986","extensivo",1,NA,NA,NA
"2987","extraordinaria",1,NA,NA,NA
"2988","extraprovinciales",1,NA,NA,NA
"2989","extremadamente",1,NA,NA,NA
"2990","extremas",1,NA,NA,NA
"2991","ezequiel",1,NA,NA,NA
"2992","fábricas",1,NA,NA,NA
"2993","facebooktwitterwhatsapp",1,NA,NA,NA
"2994","facilitar",1,2.4,2.8,2.2
"2995","factor",1,2,2,1.6
"2996","facturado",1,NA,NA,NA
"2997","facundo",1,NA,NA,NA
"2998","fallecida",1,NA,NA,NA
"2999","fallecidas",1,NA,NA,NA
"3000","fallecidode",1,NA,NA,NA
"3001","fallecimiento",1,NA,NA,NA
"3002","falsas",1,NA,NA,NA
"3003","falsedad",1,NA,NA,NA
"3004","faltan",1,NA,NA,NA
"3005","faltante",1,NA,NA,NA
"3006","familiar",1,2.7,2.2,2.5
"3007","familiares",1,NA,NA,NA
"3008","fana",1,NA,NA,NA
"3009","fanático",1,NA,NA,NA
"3010","faringitis",1,NA,NA,NA
"3011","farmacéutica",1,NA,NA,NA
"3012","farmacéuticos",1,NA,NA,NA
"3013","fármacos",1,NA,NA,NA
"3014","favorable",1,NA,NA,NA
"3015","favorece",1,NA,NA,NA
"3016","fechawwwargentinagobar",1,NA,NA,NA
"3017","fede",1,NA,NA,NA
"3018","federado",1,NA,NA,NA
"3019","federalde",1,NA,NA,NA
"3020","federalrecorriendo",1,NA,NA,NA
"3021","ferreterías",1,NA,NA,NA
"3022","ferroviarios",1,NA,NA,NA
"3023","ficticias",1,NA,NA,NA
"3024","fiestas",1,NA,NA,NA
"3025","figuran",1,NA,NA,NA
"3026","fija",1,NA,NA,NA
"3027","fijada",1,NA,NA,NA
"3028","fila",1,1.8,1.2,2.6
"3029","finales",1,NA,NA,NA
"3030","finalidad",1,NA,NA,NA
"3031","finanzas",1,NA,NA,NA
"3032","fines",1,NA,NA,NA
"3033","fiorentina",1,NA,NA,NA
"3034","firmado",1,NA,NA,NA
"3035","firmar",1,2.2,3,2.8
"3036","firmaron",1,NA,NA,NA
"3037","firmemente",1,NA,NA,NA
"3038","firmes",1,NA,NA,NA
"3039","fiscalización",1,NA,NA,NA
"3040","flagrantes",1,NA,NA,NA
"3041","flecha",1,NA,NA,NA
"3042","flotar",1,2.6,2.2,2.8
"3043","flow",1,NA,NA,NA
"3044","fmi",1,NA,NA,NA
"3045","foco",1,NA,NA,NA
"3046","fomento",1,NA,NA,NA
"3047","fondo",1,2,1.6,2.8
"3048","formación",1,2.8,1.8,1.8
"3049","formal",1,NA,NA,NA
"3050","formaron",1,NA,NA,NA
"3051","formas",1,NA,NA,NA
"3052","fórmula",1,2.4,2,2.8
"3053","fortalecimiento",1,NA,NA,NA
"3054","fortnite",1,NA,NA,NA
"3055","fortuna",1,NA,NA,NA
"3056","franceses",1,NA,NA,NA
"3057","frecuencia",1,2,2.4,1.6
"3058","freno",1,NA,NA,NA
"3059","frontera",1,2,1.2857,2.4286
"3060","fronterizo",1,NA,NA,NA
"3061","fuere",1,NA,NA,NA
"3062","fuertemente",1,2.2,2.6,2.2
"3063","fuerza",1,2.4,2.4,2
"3064","fuga",1,NA,NA,NA
"3065","fulop",1,NA,NA,NA
"3066","fumigaban",1,NA,NA,NA
"3067","funcionado",1,NA,NA,NA
"3068","funcionó",1,NA,NA,NA
"3069","fundamentales",1,NA,NA,NA
"3070","fundamentalmente",1,NA,NA,NA
"3071","funerarios",1,NA,NA,NA
"3072","futbolista",1,2.4,2.8,3
"3073","futuras",1,NA,NA,NA
"3074","gabriela",1,NA,NA,NA
"3075","gallos",1,NA,NA,NA
"3076","gamer",1,NA,NA,NA
"3077","ganado",1,NA,NA,NA
"3078","ganen",1,NA,NA,NA
"3079","garanticen",1,NA,NA,NA
"3080","garantizado",1,NA,NA,NA
"3081","garay",1,NA,NA,NA
"3082","garrafas",1,NA,NA,NA
"3083","gastronómicos",1,NA,NA,NA
"3084","generadores",1,NA,NA,NA
"3085","generalizada",1,NA,NA,NA
"3086","génova",1,NA,NA,NA
"3087","genteeh",1,NA,NA,NA
"3088","gentes",1,NA,NA,NA
"3089","genteseh",1,NA,NA,NA
"3090","geriátricos",1,NA,NA,NA
"3091","germán",1,NA,NA,NA
"3092","gestión",1,1.8,2.2,2.6
"3093","gestiones",1,NA,NA,NA
"3094","gigantesca",1,NA,NA,NA
"3095","gimnasios",1,NA,NA,NA
"3096","glp",1,NA,NA,NA
"3097","glúteos",1,NA,NA,NA
"3098","gobernación",1,NA,NA,NA
"3099","goce",1,NA,NA,NA
"3100","gozan",1,NA,NA,NA
"3101","gracias",1,NA,NA,NA
"3102","gráficos",1,NA,NA,NA
"3103","graves",1,NA,NA,NA
"3104","grecia",1,NA,NA,NA
"3105","grieta",1,NA,NA,NA
"3106","griezmann",1,NA,NA,NA
"3107","grillas",1,NA,NA,NA
"3108","gripe",1,NA,NA,NA
"3109","grizi",1,NA,NA,NA
"3110","grupos",1,NA,NA,NA
"3111","guardan",1,NA,NA,NA
"3112","guardando",1,NA,NA,NA
"3113","guardia",1,2.2,2.4,2.6
"3114","gubernamentales",1,NA,NA,NA
"3115","güemes",1,NA,NA,NA
"3116","guiados",1,NA,NA,NA
"3117","gustavo",1,NA,NA,NA
"3118","habermillones",1,NA,NA,NA
"3119","habíapersonas",1,NA,NA,NA
"3120","habilitó",1,NA,NA,NA
"3121","habla",1,NA,NA,NA
"3122","hablar",1,2.2,3,3
"3123","haceaños",1,NA,NA,NA
"3124","hacía",1,NA,NA,NA
"3125","hacían",1,NA,NA,NA
"3126","haciéndolo",1,NA,NA,NA
"3127","hakimi",1,NA,NA,NA
"3128","hall",1,NA,NA,NA
"3129","hastapersonas",1,NA,NA,NA
"3130","haymuertos",1,NA,NA,NA
"3131","haypersonas",1,NA,NA,NA
"3132","héctor",1,NA,NA,NA
"3133","hegemonía",1,NA,NA,NA
"3134","heladerías",1,NA,NA,NA
"3135","helado",1,NA,NA,NA
"3136","herramienta",1,2.4,2.6,2.8
"3137","hiciere",1,NA,NA,NA
"3138","hicieroncausas",1,NA,NA,NA
"3139","hicimos",1,NA,NA,NA
"3140","higienizado",1,NA,NA,NA
"3141","hija",1,NA,NA,NA
"3142","hijos",1,NA,NA,NA
"3143","hipertensa",1,NA,NA,NA
"3144","histórico",1,1.8,1.4,2.2
"3145","hola",1,NA,NA,NA
"3146","hongkongés",1,NA,NA,NA
"3147","horacio",1,NA,NA,NA
"3148","horaria",1,NA,NA,NA
"3149","horarios",1,NA,NA,NA
"3150","hospitalario",1,NA,NA,NA
"3151","hospitalarios",1,NA,NA,NA
"3152","hotelera",1,NA,NA,NA
"3153","hoteleras",1,NA,NA,NA
"3154","hotelería",1,NA,NA,NA
"3155","hoteleros",1,NA,NA,NA
"3156","hoteles",1,NA,NA,NA
"3157","how",1,NA,NA,NA
"3158","huemul",1,NA,NA,NA
"3159","humano",1,2.8,2.8,2.8
"3160","humildad",1,NA,NA,NA
"3161","ibai",1,NA,NA,NA
"3162","identificarlo",1,NA,NA,NA
"3163","idóneos",1,NA,NA,NA
"3164","iii",1,NA,NA,NA
"3165","illinois",1,NA,NA,NA
"3166","imparable",1,NA,NA,NA
"3167","impericia",1,NA,NA,NA
"3168","imperiosa",1,NA,NA,NA
"3169","imperiosas",1,NA,NA,NA
"3170","impida",1,NA,NA,NA
"3171","implementarlo",1,NA,NA,NA
"3172","impliquen",1,NA,NA,NA
"3173","impondrá",1,NA,NA,NA
"3174","impone",1,NA,NA,NA
"3175","imponemos",1,NA,NA,NA
"3176","imponen",1,NA,NA,NA
"3177","imponer",1,1.4,3,2.2
"3178","imposibilidad",1,NA,NA,NA
"3179","impostergables",1,NA,NA,NA
"3180","impredecibles",1,NA,NA,NA
"3181","imprevisibilidad",1,NA,NA,NA
"3182","imprudencia",1,NA,NA,NA
"3183","impuestas",1,NA,NA,NA
"3184","impulsar",1,2.4,2.8,3
"3185","impulsores",1,NA,NA,NA
"3186","imputado",1,NA,NA,NA
"3187","inactividad",1,NA,NA,NA
"3188","inalcanzable",1,NA,NA,NA
"3189","incitar",1,NA,NA,NA
"3190","inclinan",1,NA,NA,NA
"3191","incluiría",1,NA,NA,NA
"3192","incluyendo",1,NA,NA,NA
"3193","incompetencia",1,NA,NA,NA
"3194","incrementa",1,NA,NA,NA
"3195","incrementaron",1,NA,NA,NA
"3196","incrementó",1,NA,NA,NA
"3197","incumplimientos",1,NA,NA,NA
"3198","incurrir",1,NA,NA,NA
"3199","indefinidamente",1,NA,NA,NA
"3200","indicados",1,NA,NA,NA
"3201","indicando",1,NA,NA,NA
"3202","indicaron",1,NA,NA,NA
"3203","indicios",1,NA,NA,NA
"3204","indignados",1,NA,NA,NA
"3205","indispensable",1,NA,NA,NA
"3206","indispensables",1,NA,NA,NA
"3207","individualismo",1,NA,NA,NA
"3208","índole",1,NA,NA,NA
"3209","inevitables",1,NA,NA,NA
"3210","infantiles",1,NA,NA,NA
"3211","infeccioso",1,NA,NA,NA
"3212","infectada",1,NA,NA,NA
"3213","infectadasfallecidas",1,NA,NA,NA
"3214","infectología",1,NA,NA,NA
"3215","infectólogos",1,NA,NA,NA
"3216","inflexión",1,NA,NA,NA
"3217","influido",1,NA,NA,NA
"3218","informa",1,NA,NA,NA
"3219","informaban",1,NA,NA,NA
"3220","informados",1,NA,NA,NA
"3221","informando",1,NA,NA,NA
"3222","informante",1,NA,NA,NA
"3223","informara",1,NA,NA,NA
"3224","informarse",1,NA,NA,NA
"3225","informativa",1,NA,NA,NA
"3226","infracciones",1,NA,NA,NA
"3227","infractora",1,NA,NA,NA
"3228","infractores",1,NA,NA,NA
"3229","infraestructura",1,2.4,1.8,2.6
"3230","infundiendo",1,NA,NA,NA
"3231","infundir",1,NA,NA,NA
"3232","inglés",1,NA,NA,NA
"3233","ingresaban",1,NA,NA,NA
"3234","ingresado",1,NA,NA,NA
"3235","ingresarán",1,NA,NA,NA
"3236","ingresaron",1,NA,NA,NA
"3237","iniciar",1,2.6,3,2.4
"3238","iniciaron",1,NA,NA,NA
"3239","inicie",1,NA,NA,NA
"3240","inicio",1,2.4,2.2,2.8
"3241","inicios",1,NA,NA,NA
"3242","inmediatas",1,NA,NA,NA
"3243","inminentemente",1,NA,NA,NA
"3244","inmobiliario",1,NA,NA,NA
"3245","inmune",1,NA,NA,NA
"3246","innegable",1,NA,NA,NA
"3247","inobservancia",1,NA,NA,NA
"3248","insistió",1,NA,NA,NA
"3249","insólito",1,NA,NA,NA
"3250","instalación",1,2,2.4,2.2
"3251","instalada",1,NA,NA,NA
"3252","instantes",1,NA,NA,NA
"3253","institucionales",1,NA,NA,NA
"3254","instó",1,NA,NA,NA
"3255","instructorado",1,NA,NA,NA
"3256","instruye",1,NA,NA,NA
"3257","insuficientes",1,NA,NA,NA
"3258","insultos",1,NA,NA,NA
"3259","integración",1,NA,NA,NA
"3260","integrado",1,NA,NA,NA
"3261","integral",1,NA,NA,NA
"3262","integran",1,NA,NA,NA
"3263","integrante",1,NA,NA,NA
"3264","integrar",1,2.4,2.8,2.8
"3265","integrarlos",1,NA,NA,NA
"3266","integré",1,NA,NA,NA
"3267","integridad",1,NA,NA,NA
"3268","íntegro",1,NA,NA,NA
"3269","intención",1,2,2,1.6667
"3270","intensa",1,NA,NA,NA
"3271","intensificado",1,NA,NA,NA
"3272","intensificar",1,NA,NA,NA
"3273","intensificarán",1,NA,NA,NA
"3274","intensiva",1,NA,NA,NA
"3275","interceptó",1,NA,NA,NA
"3276","interés",1,2.4,2.4,2.8
"3277","intereses",1,NA,NA,NA
"3278","intermedio",1,NA,NA,NA
"3279","internación",1,NA,NA,NA
"3280","internacionales",1,NA,NA,NA
"3281","internadas",1,NA,NA,NA
"3282","interno",1,2.1667,1.8333,1.6667
"3283","interpretaciones",1,NA,NA,NA
"3284","interrumpir",1,1.4,3,2.6
"3285","interrupciones",1,NA,NA,NA
"3286","intervenir",1,2.8,3,3
"3287","interviene",1,NA,NA,NA
"3288","intimación",1,NA,NA,NA
"3289","íntimas",1,NA,NA,NA
"3290","intolerancia",1,NA,NA,NA
"3291","inundando",1,NA,NA,NA
"3292","inusitado",1,NA,NA,NA
"3293","invalidez",1,NA,NA,NA
"3294","invención",1,NA,NA,NA
"3295","inversión",1,2.2,2.8,2.6
"3296","inversiones",1,NA,NA,NA
"3297","investigar",1,2.8,3,3
"3298","invítase",1,NA,NA,NA
"3299","invitó",1,NA,NA,NA
"3300","iráncontagiados",1,NA,NA,NA
"3301","irántélam",1,NA,NA,NA
"3302","irme",1,NA,NA,NA
"3303","irresponsabilidad",1,NA,NA,NA
"3304","irrupción",1,NA,NA,NA
"3305","irse",1,NA,NA,NA
"3306","jardines",1,NA,NA,NA
"3307","jefa",1,NA,NA,NA
"3308","jerarquías",1,NA,NA,NA
"3309","johnson",1,NA,NA,NA
"3310","jornadas",1,NA,NA,NA
"3311","josé",1,NA,NA,NA
"3312","juega",1,NA,NA,NA
"3313","juegan",1,NA,NA,NA
"3314","juevesde",1,NA,NA,NA
"3315","jugamos",1,NA,NA,NA
"3316","jugando",1,NA,NA,NA
"3317","jugar",1,3,3,3
"3318","jujuy",1,NA,NA,NA
"3319","juniors",1,NA,NA,NA
"3320","juntossi",1,NA,NA,NA
"3321","justicialista",1,NA,NA,NA
"3322","justificar",1,NA,NA,NA
"3323","justo",1,2.63335,2.21665,2.55
"3324","juzgados",1,NA,NA,NA
"3325","know",1,NA,NA,NA
"3326","kombat",1,NA,NA,NA
"3327","lamentablemente",1,NA,NA,NA
"3328","lanzó",1,NA,NA,NA
"3329","lapso",1,NA,NA,NA
"3330","largo",1,1.9,2,2.5
"3331","larreta",1,NA,NA,NA
"3332","lasa",1,NA,NA,NA
"3333","lasahoras",1,NA,NA,NA
"3334","lascuando",1,NA,NA,NA
"3335","lasel",1,NA,NA,NA
"3336","lasen",1,NA,NA,NA
"3337","lasllegaron",1,NA,NA,NA
"3338","laslos",1,NA,NA,NA
"3339","laspara",1,NA,NA,NA
"3340","lateral",1,2,1.8,1.6
"3341","látex",1,NA,NA,NA
"3342","latinoamérica",1,NA,NA,NA
"3343","lavandería",1,NA,NA,NA
"3344","laven",1,NA,NA,NA
"3345","lazio",1,NA,NA,NA
"3346","leer",1,2.8,2.6,2.8
"3347","legales",1,NA,NA,NA
"3348","legislativo",1,1.6,2.4,1.6
"3349","lejos",1,NA,NA,NA
"3350","león",1,NA,NA,NA
"3351","letal",1,NA,NA,NA
"3352","liberados",1,NA,NA,NA
"3353","libremente",1,NA,NA,NA
"3354","lícita",1,NA,NA,NA
"3355","licuarlo",1,NA,NA,NA
"3356","ligas",1,NA,NA,NA
"3357","ligera",1,NA,NA,NA
"3358","lilia",1,NA,NA,NA
"3359","lima",1,NA,NA,NA
"3360","limitaciones",1,NA,NA,NA
"3361","limitar",1,1.6,3,2.2
"3362","limitarse",1,NA,NA,NA
"3363","líquidos",1,NA,NA,NA
"3364","lite",1,NA,NA,NA
"3365","llaman",1,NA,NA,NA
"3366","llamar",1,2.2,3,3
"3367","llamó",1,NA,NA,NA
"3368","llanos",1,NA,NA,NA
"3369","llegado",1,NA,NA,NA
"3370","llegan",1,NA,NA,NA
"3371","llegara",1,NA,NA,NA
"3372","lleguen",1,NA,NA,NA
"3373","lleno",1,2.2,1.8,2.9
"3374","llevado",1,NA,NA,NA
"3375","llevará",1,NA,NA,NA
"3376","lleven",1,NA,NA,NA
"3377","llevópesos",1,NA,NA,NA
"3378","llovido",1,NA,NA,NA
"3379","localidades",1,NA,NA,NA
"3380","lodeiro",1,NA,NA,NA
"3381","lógicamente",1,NA,NA,NA
"3382","lógico",1,NA,NA,NA
"3383","lógicos",1,NA,NA,NA
"3384","logra",1,NA,NA,NA
"3385","logró",1,NA,NA,NA
"3386","lol",1,NA,NA,NA
"3387","lombardía",1,NA,NA,NA
"3388","lópez",1,NA,NA,NA
"3389","lorena",1,NA,NA,NA
"3390","losalcanzando",1,NA,NA,NA
"3391","losbillones",1,NA,NA,NA
"3392","loscasos",1,NA,NA,NA
"3393","loscasoscorresponden",1,NA,NA,NA
"3394","losen",1,NA,NA,NA
"3395","losestados",1,NA,NA,NA
"3396","losmillones",1,NA,NA,NA
"3397","losnuevos",1,NA,NA,NA
"3398","losrestantes",1,NA,NA,NA
"3399","lossegún",1,NA,NA,NA
"3400","losyaños",1,NA,NA,NA
"3401","luce",1,NA,NA,NA
"3402","luchándola",1,NA,NA,NA
"3403","lucita",1,NA,NA,NA
"3404","lugo",1,NA,NA,NA
"3405","luiggi",1,NA,NA,NA
"3406","luis",1,NA,NA,NA
"3407","luisde",1,NA,NA,NA
"3408","lunesal",1,NA,NA,NA
"3409","luro",1,NA,NA,NA
"3410","madrileñas",1,NA,NA,NA
"3411","magna",1,NA,NA,NA
"3412","mal",1,NA,NA,NA
"3413","mala",1,NA,NA,NA
"3414","malvinas",1,NA,NA,NA
"3415","manager",1,NA,NA,NA
"3416","mancha",1,1.4,1.4,3
"3417","mancharon",1,NA,NA,NA
"3418","mandatario",1,NA,NA,NA
"3419","mandote",1,NA,NA,NA
"3420","manifestantes",1,NA,NA,NA
"3421","manifestaron",1,NA,NA,NA
"3422","mano",1,2.2,2,3
"3423","mantenemos",1,NA,NA,NA
"3424","mantuvieron",1,NA,NA,NA
"3425","manuel",1,NA,NA,NA
"3426","mapa",1,2,1.2,3
"3427","mar",1,2.8,2.6,3
"3428","marca",1,2,2.6,2.8
"3429","marcaron",1,NA,NA,NA
"3430","marcas",1,NA,NA,NA
"3431","marcelo",1,NA,NA,NA
"3432","marcha",1,1.8333,2.3333,2.5
"3433","maría",1,NA,NA,NA
"3434","marido",1,2.2,2,2.8
"3435","marroquí",1,NA,NA,NA
"3436","marta",1,NA,NA,NA
"3437","martesgracias",1,NA,NA,NA
"3438","martesla",1,NA,NA,NA
"3439","martestodos",1,NA,NA,NA
"3440","martini",1,NA,NA,NA
"3441","mascarilla",1,NA,NA,NA
"3442","másfriends",1,NA,NA,NA
"3443","masificó",1,NA,NA,NA
"3444","masiva",1,NA,NA,NA
"3445","massismo",1,NA,NA,NA
"3446","master",1,NA,NA,NA
"3447","mate",1,NA,NA,NA
"3448","material",1,2.1,1.8,2.55
"3449","materiales",1,NA,NA,NA
"3450","materias",1,NA,NA,NA
"3451","matuidi",1,NA,NA,NA
"3452","maximiliano",1,NA,NA,NA
"3453","máximopor",1,NA,NA,NA
"3454","mayoritariamente",1,NA,NA,NA
"3455","mayormente",1,NA,NA,NA
"3456","mcallen",1,NA,NA,NA
"3457","mecanismo",1,2.4,3,2.8
"3458","medalla",1,3,2.6,3
"3459","mediana",1,NA,NA,NA
"3460","medianoche",1,NA,NA,NA
"3461","mediática",1,NA,NA,NA
"3462","medical",1,NA,NA,NA
"3463","mediodía",1,NA,NA,NA
"3464","mejorar",1,2.8,3,2
"3465","mejoras",1,NA,NA,NA
"3466","mejore",1,NA,NA,NA
"3467","melazi",1,NA,NA,NA
"3468","mencionadas",1,NA,NA,NA
"3469","mencionado",1,NA,NA,NA
"3470","mendozade",1,NA,NA,NA
"3471","menores",1,NA,NA,NA
"3472","menosmuertos",1,NA,NA,NA
"3473","mensajería",1,NA,NA,NA
"3474","mensajerías",1,NA,NA,NA
"3475","mensajero",1,NA,NA,NA
"3476","mercadería",1,NA,NA,NA
"3477","mercaderías",1,NA,NA,NA
"3478","mercado",1,2.2,2.4,3
"3479","merenderos",1,NA,NA,NA
"3480","mermar",1,NA,NA,NA
"3481","mero",1,NA,NA,NA
"3482","mers",1,NA,NA,NA
"3483","mesa",1,2,1.6,3
"3484","mesle",1,NA,NA,NA
"3485","meteorológico",1,NA,NA,NA
"3486","metropolitana",1,NA,NA,NA
"3487","michelangelo",1,NA,NA,NA
"3488","migratoria",1,NA,NA,NA
"3489","mil",1,2,2,2.2
"3490","milán",1,NA,NA,NA
"3491","milita",1,NA,NA,NA
"3492","millar",1,NA,NA,NA
"3493","millones",1,NA,NA,NA
"3494","millónmientras",1,NA,NA,NA
"3495","minimizó",1,NA,NA,NA
"3496","mínimos",1,NA,NA,NA
"3497","ministerios",1,NA,NA,NA
"3498","mirada",1,2.4,2.6,2.8
"3499","mismas",1,NA,NA,NA
"3500","mitad",1,2,1.6,2.4
"3501","moneda",1,2,1.4,3
"3502","monedas",1,NA,NA,NA
"3503","monetaria",1,NA,NA,NA
"3504","monitorear",1,NA,NA,NA
"3505","monotributistas",1,NA,NA,NA
"3506","morata",1,NA,NA,NA
"3507","morning",1,NA,NA,NA
"3508","mortal",1,1.4,2.6,2.4
"3509","mortales",1,NA,NA,NA
"3510","mortem",1,NA,NA,NA
"3511","mostraba",1,NA,NA,NA
"3512","mostró",1,NA,NA,NA
"3513","motivado",1,NA,NA,NA
"3514","motivo",1,2.2,2.2,1.8
"3515","motivó",1,NA,NA,NA
"3516","motivos",1,NA,NA,NA
"3517","moto",1,NA,NA,NA
"3518","moverse",1,NA,NA,NA
"3519","móvil",1,NA,NA,NA
"3520","movimientos",1,NA,NA,NA
"3521","muchacho",1,2,1.8,2.6
"3522","muerta",1,NA,NA,NA
"3523","muerto",1,1.4,1.4,3
"3524","muestran",1,NA,NA,NA
"3525","mujeres",1,NA,NA,NA
"3526","multa",1,NA,NA,NA
"3527","multiplicaban",1,NA,NA,NA
"3528","multitudinarios",1,NA,NA,NA
"3529","mundiales",1,NA,NA,NA
"3530","murió",1,NA,NA,NA
"3531","mutar",1,NA,NA,NA
"3532","mutuamente",1,NA,NA,NA
"3533","nace",1,NA,NA,NA
"3534","nació",1,NA,NA,NA
"3535","nacionaluna",1,NA,NA,NA
"3536","nápoles",1,NA,NA,NA
"3537","navegamos",1,NA,NA,NA
"3538","navegando",1,NA,NA,NA
"3539","navegar",1,3,2.6,3
"3540","navidad",1,3,1.2,2.8
"3541","ndispone",1,NA,NA,NA
"3542","necesiten",1,NA,NA,NA
"3543","necesitó",1,NA,NA,NA
"3544","negativos",1,NA,NA,NA
"3545","negligencia",1,NA,NA,NA
"3546","negocio",1,2.1667,2.1667,2.5
"3547","negocios",1,NA,NA,NA
"3548","negros",1,NA,NA,NA
"3549","netflix",1,NA,NA,NA
"3550","nicolás",1,NA,NA,NA
"3551","niñas",1,NA,NA,NA
"3552","ninguno",1,NA,NA,NA
"3553","niño",1,2.7,2.7,3
"3554","nivelde",1,NA,NA,NA
"3555","nochehabían",1,NA,NA,NA
"3556","nºdelde",1,NA,NA,NA
"3557","nºel",1,NA,NA,NA
"3558","noexplicó",1,NA,NA,NA
"3559","nombre",1,2.1667,1.5,2.1667
"3560","nombró",1,NA,NA,NA
"3561","norma",1,2.1667,1.8333,2.1667
"3562","normativa",1,NA,NA,NA
"3563","noroeste",1,2,1.8,2.6
"3564","norteamericano",1,NA,NA,NA
"3565","norteamericanos",1,NA,NA,NA
"3566","noticia",1,2,2,2.8
"3567","notificación",1,NA,NA,NA
"3568","notificado",1,NA,NA,NA
"3569","notó",1,NA,NA,NA
"3570","novedad",1,NA,NA,NA
"3571","noventa",1,NA,NA,NA
"3572","npor",1,NA,NA,NA
"3573","nregula",1,NA,NA,NA
"3574","nueve",1,NA,NA,NA
"3575","numerosas",1,NA,NA,NA
"3576","nunca",1,NA,NA,NA
"3577","nutrido",1,NA,NA,NA
"3578","objeto",1,2.2,1.6,2.2
"3579","obligados",1,NA,NA,NA
"3580","obligatorias",1,NA,NA,NA
"3581","obra",1,2.2,2.4,2.4
"3582","obras",1,NA,NA,NA
"3583","obreros",1,NA,NA,NA
"3584","obscenas",1,NA,NA,NA
"3585","observa",1,NA,NA,NA
"3586","observancia",1,NA,NA,NA
"3587","observe",1,NA,NA,NA
"3588","obtener",1,2.4,3,1.8
"3589","obtenidas",1,NA,NA,NA
"3590","ocasionada",1,NA,NA,NA
"3591","ocasionado",1,NA,NA,NA
"3592","ocasiones",1,NA,NA,NA
"3593","ocho",1,NA,NA,NA
"3594","ocupa",1,NA,NA,NA
"3595","ocurre",1,NA,NA,NA
"3596","ocurriendo",1,NA,NA,NA
"3597","offesive",1,NA,NA,NA
"3598","oficialismo",1,NA,NA,NA
"3599","oficialmente",1,2,2.2,2
"3600","oficina",1,2.2,2,3
"3601","oficinas",1,NA,NA,NA
"3602","ofrecer",1,2.75,3,2.875
"3603","ofrecieron",1,NA,NA,NA
"3604","ola",1,2.6,2.6,3
"3605","olimpia",1,NA,NA,NA
"3606","olimpiada",1,NA,NA,NA
"3607","once",1,NA,NA,NA
"3608","opción",1,2.4,2.2,2.4
"3609","opera",1,NA,NA,NA
"3610","operadores",1,NA,NA,NA
"3611","operativo",1,NA,NA,NA
"3612","oponemos",1,NA,NA,NA
"3613","oportunidad",1,3,2.8,2.6
"3614","óptimo",1,NA,NA,NA
"3615","optó",1,NA,NA,NA
"3616","ordenanza",1,NA,NA,NA
"3617","ordenar",1,2,3,3
"3618","ordinarios",1,NA,NA,NA
"3619","organizaciones",1,NA,NA,NA
"3620","organizando",1,NA,NA,NA
"3621","organizar",1,2.2,3,2
"3622","originado",1,NA,NA,NA
"3623","originó",1,NA,NA,NA
"3624","oriundo",1,NA,NA,NA
"3625","oro",1,2.4,1.2,3
"3626","oscar",1,NA,NA,NA
"3627","otorga",1,NA,NA,NA
