"","palabra","freq","magrado","mactivacion","mimag"
"1512","principal",3,2.6,2.3,2.2
"1513","problemas",3,NA,NA,NA
"1514","proceder",3,2,2.6,2
"1515","produce",3,NA,NA,NA
"1516","productores",3,NA,NA,NA
"1517","profesionales",3,NA,NA,NA
"1518","prohibición",3,NA,NA,NA
"1519","propias",3,NA,NA,NA
"1520","propuesta",3,2.6,2.8,2.2
"1521","protectores",3,NA,NA,NA
"1522","proteger",3,2.8,3,2.8
"1523","proveedor",3,NA,NA,NA
"1524","puerto",3,2.4,1.8,2.8
"1525","quinta",3,NA,NA,NA
"1526","radiografías",3,NA,NA,NA
"1527","radiológico",3,NA,NA,NA
"1528","rajatabla",3,NA,NA,NA
"1529","rancul",3,NA,NA,NA
"1530","rápidamente",3,2.2,2.6,2.8
"1531","rápido",3,2,3,2.2
"1532","ratificar",3,NA,NA,NA
"1533","raúl",3,NA,NA,NA
"1534","rayos",3,NA,NA,NA
"1535","reactivos",3,NA,NA,NA
"1536","real",3,2.3333,2.3333,2.5
"1537","realidad",3,2.3333,2.3333,2.6667
"1538","realizarse",3,NA,NA,NA
"1539","recibió",3,NA,NA,NA
"1540","récord",3,NA,NA,NA
"1541","recordar",3,2.3333,2.3333,2.3333
"1542","rector",3,NA,NA,NA
"1543","región",3,2,1.8,1.6
"1544","regiones",3,NA,NA,NA
"1545","registraron",3,NA,NA,NA
"1546","regresado",3,NA,NA,NA
"1547","relación",3,3,3,2.4
"1548","reparación",3,NA,NA,NA
"1549","replanteó",3,NA,NA,NA
"1550","reprimido",3,NA,NA,NA
"1551","residente",3,NA,NA,NA
"1552","residentes",3,NA,NA,NA
"1553","respectivas",3,NA,NA,NA
"1554","respiradores",3,NA,NA,NA
"1555","respiratoriamin",3,NA,NA,NA
"1556","respiratorias",3,NA,NA,NA
"1557","responsabilidad",3,2.2,2.6,2.6
"1558","resulta",3,NA,NA,NA
"1559","resulte",3,NA,NA,NA
"1560","reunión",3,2.6,2.6,3
"1561","rigor",3,NA,NA,NA
"1562","ríos",3,NA,NA,NA
"1563","rol",3,2.4,3,2.8
"1564","ruta",3,2.4,2.2,3
"1565","sabatini",3,NA,NA,NA
"1566","sacar",3,2.2,3,2.8
"1567","salas",3,NA,NA,NA
"1568","salen",3,NA,NA,NA
"1569","sanatorio",3,NA,NA,NA
"1570","sanidad",3,NA,NA,NA
"1571","sat",3,NA,NA,NA
"1572","secretario",3,2,2.4,2.8
"1573","señalar",3,1.8,2.8,3
"1574","señalaron",3,NA,NA,NA
"1575","sensible",3,NA,NA,NA
"1576","serie",3,2.3333,2.1667,2
"1577","sesión",3,2,2,2.2
"1578","significa",3,NA,NA,NA
"1579","sigue",3,NA,NA,NA
"1580","siguen",3,NA,NA,NA
"1581","similar",3,2,1.8,2
"1582","sindicato",3,NA,NA,NA
"1583","sintomáticos",3,NA,NA,NA
"1584","sobe",3,NA,NA,NA
"1585","solidaria",3,NA,NA,NA
"1586","sonlos",3,NA,NA,NA
"1587","succión",3,NA,NA,NA
"1588","sueldos",3,NA,NA,NA
"1589","sumaráncamas",3,NA,NA,NA
"1590","sumaron",3,NA,NA,NA
"1591","sumó",3,NA,NA,NA
"1592","superó",3,NA,NA,NA
"1593","surgió",3,NA,NA,NA
"1594","suspendió",3,NA,NA,NA
"1595","tagarelli",3,NA,NA,NA
"1596","tal",3,NA,NA,NA
"1597","tareas",3,NA,NA,NA
"1598","tecnológico",3,NA,NA,NA
"1599","telefé",3,NA,NA,NA
"1600","telefónica",3,NA,NA,NA
"1601","temor",3,1.25,2.25,2.875
"1602","tendrácamas",3,NA,NA,NA
"1603","tercer",3,NA,NA,NA
"1604","terreno",3,2.2857,1.5714,3
"1605","territorios",3,NA,NA,NA
"1606","testeo",3,NA,NA,NA
"1607","textos",3,NA,NA,NA
"1608","toay",3,NA,NA,NA
"1609","tontos",3,NA,NA,NA
"1610","toque",3,NA,NA,NA
"1611","totalmente",3,2.2,1.8,1.8
"1612","trabajan",3,NA,NA,NA
"1613","tranquilidad",3,3,2.4,2.8
"1614","transformará",3,NA,NA,NA
"1615","tránsito",3,NA,NA,NA
"1616","trasladaron",3,NA,NA,NA
"1617","tratara",3,NA,NA,NA
"1618","tribunal",3,1.4,2.4,2.4
"1619","triplicó",3,NA,NA,NA
"1620","tucumán",3,NA,NA,NA
"1621","ubicadakilómetros",3,NA,NA,NA
"1622","unaspersonas",3,NA,NA,NA
"1623","unde",3,NA,NA,NA
"1624","unla",3,NA,NA,NA
"1625","unosmil",3,NA,NA,NA
"1626","utilicen",3,NA,NA,NA
"1627","variantes",3,NA,NA,NA
"1628","veces",3,NA,NA,NA
"1629","viajó",3,NA,NA,NA
"1630","vianello",3,NA,NA,NA
"1631","villegas",3,NA,NA,NA
"1632","violaciones",3,NA,NA,NA
"1633","violencia",3,1,3,2.8
"1634","visitar",3,3,3,3
"1635","visto",3,NA,NA,NA
"1636","viven",3,NA,NA,NA
"1637","volvió",3,NA,NA,NA
"1638","voy",3,NA,NA,NA
"1639","ycamas",3,NA,NA,NA
"1640","ycasos",3,NA,NA,NA
"1641","yunidades",3,NA,NA,NA
"1642","abel",2,NA,NA,NA
"1643","abre",2,NA,NA,NA
"1644","abrió",2,NA,NA,NA
"1645","absolutamente",2,2.2,1.8,1.6
"1646","absorber",2,2.2,2.8,3
"1647","abuelas",2,NA,NA,NA
"1648","abuso",2,NA,NA,NA
"1649","acatamiento",2,NA,NA,NA
"1650","acceder",2,3,3,2.6
"1651","accesos",2,NA,NA,NA
"1652","acha",2,NA,NA,NA
"1653","acondicionar",2,NA,NA,NA
"1654","acontecimiento",2,2.6,2.2,2.2
"1655","acopiaron",2,NA,NA,NA
"1656","acto",2,2,2.8,2.2
"1657","actualidad",2,2,2.8,2.2
"1658","actualizadas",2,NA,NA,NA
"1659","acusadas",2,NA,NA,NA
"1660","acusados",2,NA,NA,NA
"1661","adicionarse",2,NA,NA,NA
"1662","administrativa",2,NA,NA,NA
"1663","adoptada",2,NA,NA,NA
"1664","adquiridas",2,NA,NA,NA
"1665","adquisición",2,NA,NA,NA
"1666","adrián",2,NA,NA,NA
"1667","aéreo",2,2.4,2.6,2.8
"1668","afectadas",2,NA,NA,NA
"1669","afectado",2,NA,NA,NA
"1670","afines",2,NA,NA,NA
"1671","afirmaron",2,NA,NA,NA
"1672","afmpf",2,NA,NA,NA
"1673","afuera",2,2.2,1.8,2.8
"1674","agosto",2,NA,NA,NA
"1675","agradecimiento",2,NA,NA,NA
"1676","agredieron",2,NA,NA,NA
"1677","agrícola",2,NA,NA,NA
"1678","agropecuario",2,NA,NA,NA
"1679","aislada",2,NA,NA,NA
"1680","ajusta",2,NA,NA,NA
"1681","akilómetros",2,NA,NA,NA
"1682","alas",2,NA,NA,NA
"1683","alcances",2,NA,NA,NA
"1684","alguien",2,NA,NA,NA
"1685","algún",2,NA,NA,NA
"1686","alguna",2,NA,NA,NA
"1687","alos",2,NA,NA,NA
"1688","alpa",2,NA,NA,NA
"1689","ambientes",2,NA,NA,NA
"1690","ambos",2,NA,NA,NA
"1691","amenazas",2,NA,NA,NA
"1692","américa",2,2.4,2,3
"1693","amientras",2,NA,NA,NA
"1694","amparo",2,NA,NA,NA
"1695","ampliamos",2,NA,NA,NA
"1696","amplios",2,NA,NA,NA
"1697","analizar",2,2,3,2.4
"1698","andrew",2,NA,NA,NA
"1699","android",2,NA,NA,NA
"1700","angelo",2,NA,NA,NA
"1701","aniversario",2,NA,NA,NA
"1702","anteriores",2,NA,NA,NA
"1703","anteriormente",2,NA,NA,NA
"1704","anticipó",2,NA,NA,NA
"1705","antiinflamatoria",2,NA,NA,NA
"1706","anunciadas",2,NA,NA,NA
"1707","aplanada",2,NA,NA,NA
"1708","aportes",2,NA,NA,NA
"1709","apropiado",2,NA,NA,NA
"1710","apuntó",2,NA,NA,NA
"1711","aquella",2,NA,NA,NA
"1712","áreas",2,NA,NA,NA
"1713","argumento",2,2,2,2.4
"1714","armadas",2,NA,NA,NA
"1715","arribado",2,NA,NA,NA
"1716","arribo",2,NA,NA,NA
"1717","asciende",2,NA,NA,NA
"1718","asociadas",2,NA,NA,NA
"1719","aspecto",2,2.6,2,1.8
"1720","aspo",2,NA,NA,NA
"1721","asume",2,NA,NA,NA
"1722","atrasemos",2,NA,NA,NA
"1723","atraviesa",2,NA,NA,NA
"1724","aumento",2,2.2,2.4,2.6
"1725","automotrices",2,NA,NA,NA
"1726","autor",2,2.2,2.6,3
"1727","autorización",2,NA,NA,NA
"1728","avanza",2,NA,NA,NA
"1729","avanzando",2,NA,NA,NA
"1730","avenida",2,2,2.6,3
"1731","aviones",2,NA,NA,NA
"1732","ayudarán",2,NA,NA,NA
"1733","ayudarlos",2,NA,NA,NA
"1734","azitromicina",2,NA,NA,NA
"1735","bahía",2,3,1.8,2.8
"1736","bajara",2,NA,NA,NA
"1737","bajarse",2,NA,NA,NA
"1738","bajas",2,NA,NA,NA
"1739","barranquerasa",2,NA,NA,NA
"1740","barrios",2,NA,NA,NA
"1741","básicas",2,NA,NA,NA
"1742","bastante",2,NA,NA,NA
"1743","batalla",2,1.4,2.8,2.8
"1744","belén",2,NA,NA,NA
"1745","beneficiados",2,NA,NA,NA
"1746","beneficiarios",2,NA,NA,NA
"1747","beneficio",2,2.8,2.4,2.2
"1748","benvenutti",2,NA,NA,NA
"1749","bessone",2,NA,NA,NA
"1750","bioquímicos",2,NA,NA,NA
"1751","blanca",2,NA,NA,NA
"1752","boca",2,2.4,2.4,3
"1753","bogotá",2,NA,NA,NA
"1754","bolsa",2,2,1.6,3
"1755","bomberos",2,NA,NA,NA
"1756","bonos",2,NA,NA,NA
"1757","boris",2,NA,NA,NA
"1758","brasileña",2,NA,NA,NA
"1759","brazos",2,NA,NA,NA
"1760","brote",2,NA,NA,NA
"1761","buscarlos",2,NA,NA,NA
"1762","cadadías",2,NA,NA,NA
"1763","cafiero",2,NA,NA,NA
"1764","calidad",2,2.6,2.4,2
"1765","california",2,NA,NA,NA
"1766","cambie",2,NA,NA,NA
"1767","caminaron",2,NA,NA,NA
"1768","caminos",2,NA,NA,NA
"1769","canadá",2,NA,NA,NA
"1770","cancelaciones",2,NA,NA,NA
"1771","capacitación",2,NA,NA,NA
"1772","caproma",2,NA,NA,NA
"1773","carácter",2,2.4,2.2,2
"1774","cargando",2,NA,NA,NA
"1775","carreras",2,NA,NA,NA
"1776","casosde",2,NA,NA,NA
"1777","castense",2,NA,NA,NA
"1778","catorce",2,NA,NA,NA
"1779","celeridad",2,NA,NA,NA
"1780","celulares",2,NA,NA,NA
"1781","cercanas",2,NA,NA,NA
"1782","cero",2,1.6,1.8,3
"1783","cerró",2,NA,NA,NA
"1784","chacode",2,NA,NA,NA
"1785","changas",2,NA,NA,NA
"1786","chaqueño",2,NA,NA,NA
"1787","chequeos",2,NA,NA,NA
"1788","cheques",2,NA,NA,NA
"1789","ciencia",2,2.6,3,3
"1790","ciencias",2,NA,NA,NA
"1791","cierto",2,2.4,2.2,1.8
"1792","circuló",2,NA,NA,NA
"1793","circunstancias",2,NA,NA,NA
"1794","ciudadanía",2,NA,NA,NA
"1795","ciudadanos",2,NA,NA,NA
"1796","ciudades",2,NA,NA,NA
"1797","clientes",2,NA,NA,NA
"1798","clínicos",2,NA,NA,NA
"1799","coi",2,NA,NA,NA
"1800","colaboración",2,3,3,2.4
"1801","combatir",2,1.6,2.6,2.8
"1802","combustible",2,NA,NA,NA
"1803","comentó",2,NA,NA,NA
"1804","comenzarán",2,NA,NA,NA
"1805","comenzaron",2,NA,NA,NA
"1806","comercial",2,2.2,2.2,2.6
"1807","comerciante",2,NA,NA,NA
"1808","comisarías",2,NA,NA,NA
"1809","competentes",2,NA,NA,NA
"1810","complejo",2,2.1,2.3,2.4
"1811","completar",2,2.4286,2.5714,2.5714
"1812","comprado",2,NA,NA,NA
"1813","compraron",2,NA,NA,NA
"1814","comprensión",2,NA,NA,NA
"1815","comprobaron",2,NA,NA,NA
"1816","comunicaremos",2,NA,NA,NA
"1817","comunidades",2,NA,NA,NA
"1818","conclusión",2,2.2,2.2,2.8
"1819","condetenidos",2,NA,NA,NA
"1820","condiciones",2,NA,NA,NA
"1821","confiable",2,NA,NA,NA
"1822","confinamiento",2,NA,NA,NA
"1823","confirmada",2,NA,NA,NA
"1824","conflictos",2,NA,NA,NA
"1825","congrados",2,NA,NA,NA
"1826","conmemorarse",2,NA,NA,NA
"1827","conocido",2,2,2,2.4
"1828","conocimiento",2,3,2.4,3
"1829","conocimientos",2,NA,NA,NA
"1830","conoció",2,NA,NA,NA
"1831","conscientes",2,NA,NA,NA
"1832","consecuencia",2,1.8,2,2
"1833","consecuencias",2,NA,NA,NA
"1834","consideración",2,NA,NA,NA
"1835","considerará",2,NA,NA,NA
"1836","contactaron",2,NA,NA,NA
"1837","contagiado",2,NA,NA,NA
"1838","contaminado",2,NA,NA,NA
"1839","contaminados",2,NA,NA,NA
"1840","continental",2,NA,NA,NA
"1841","continuó",2,NA,NA,NA
"1842","contrajo",2,NA,NA,NA
"1843","conurbano",2,NA,NA,NA
"1844","convencido",2,NA,NA,NA
"1845","convertirse",2,NA,NA,NA
"1846","convirtiéndose",2,NA,NA,NA
"1847","convocada",2,NA,NA,NA
"1848","convocatoria",2,NA,NA,NA
"1849","convocatorias",2,NA,NA,NA
"1850","coordinación",2,NA,NA,NA
"1851","cordobés",2,NA,NA,NA
"1852","corresponden",2,NA,NA,NA
"1853","correspondientes",2,NA,NA,NA
"1854","correspondiera",2,NA,NA,NA
"1855","corriendo",2,NA,NA,NA
"1856","corrientes",2,NA,NA,NA
"1857","cotidiano",2,2.4,2.6,2.6
"1858","coyuntura",2,NA,NA,NA
"1859","crecerá",2,NA,NA,NA
"1860","cristian",2,NA,NA,NA
"1861","críticas",2,NA,NA,NA
"1862","crítico",2,2.1429,2.5714,2.4286
"1863","críticos",2,NA,NA,NA
"1864","cuadrados",2,NA,NA,NA
"1865","cuadriplicó",2,NA,NA,NA
"1866","cualesfueron",2,NA,NA,NA
"1867","cualespersonas",2,NA,NA,NA
"1868","cuántica",2,NA,NA,NA
"1869","cuclillas",2,NA,NA,NA
"1870","cuerpo",2,2,2.2,3
"1871","cuidar",2,2.8,3,3
"1872","cumbre",2,2.6,2.2,3
"1873","cumpleaños",2,3,2,3
"1874","cumplieron",2,NA,NA,NA
"1875","curar",2,2.8,2.8,3
"1876","cuya",2,NA,NA,NA
"1877","dada",2,NA,NA,NA
"1878","dado",2,NA,NA,NA
"1879","debajo",2,1.8,1.6,2.8
"1880","debemos",2,NA,NA,NA
"1881","deberán",2,NA,NA,NA
"1882","debió",2,NA,NA,NA
"1883","decaso",2,NA,NA,NA
"1884","decena",2,NA,NA,NA
"1885","deceso",2,NA,NA,NA
"1886","decide",2,NA,NA,NA
"1887","decidido",2,NA,NA,NA
"1888","decirles",2,NA,NA,NA
"1889","declararon",2,NA,NA,NA
"1890","decretó",2,NA,NA,NA
"1891","defallecidos",2,NA,NA,NA
"1892","defensor",2,NA,NA,NA
"1893","déficit",2,NA,NA,NA
"1894","definido",2,NA,NA,NA
"1895","dejó",2,NA,NA,NA
"1896","delalde",2,NA,NA,NA
"1897","delitro",2,NA,NA,NA
"1898","delpor",2,NA,NA,NA
"1899","demillones",2,NA,NA,NA
"1900","demorados",2,NA,NA,NA
"1901","demuertos",2,NA,NA,NA
"1902","denuevos",2,NA,NA,NA
"1903","denunciado",2,NA,NA,NA
"1904","depor",2,NA,NA,NA
"1905","derespiradores",2,NA,NA,NA
"1906","desarrolló",2,NA,NA,NA
"1907","descartable",2,NA,NA,NA
"1908","descartables",2,NA,NA,NA
"1909","descender",2,2.4,2.8,2.6
"1910","descripciones",2,NA,NA,NA
"1911","desempeña",2,NA,NA,NA
"1912","despapelización",2,NA,NA,NA
"1913","despegarse",2,NA,NA,NA
"1914","desplazamiento",2,NA,NA,NA
"1915","destacar",2,2.6,2.8,2.2
"1916","destinadas",2,NA,NA,NA
"1917","destino",2,2.4,2,2.2
"1918","destitución",2,NA,NA,NA
"1919","detallaron",2,NA,NA,NA
"1920","detalles",2,NA,NA,NA
"1921","detección",2,NA,NA,NA
"1922","detenidas",2,NA,NA,NA
"1923","diarios",2,NA,NA,NA
"1924","dicen",2,NA,NA,NA
"1925","dicho",2,NA,NA,NA
"1926","dictar",2,NA,NA,NA
"1927","difícil",2,2,2.2,2.2
"1928","difusor",2,NA,NA,NA
"1929","digital",2,2.2,2.2,2.4
"1930","digo",2,NA,NA,NA
"1931","directora",2,NA,NA,NA
"1932","diseñar",2,2.4,3,2.2
"1933","disminución",2,NA,NA,NA
"1934","dispone",2,NA,NA,NA
"1935","dispongan",2,NA,NA,NA
"1936","disposiciones",2,NA,NA,NA
"1937","dispuestos",2,NA,NA,NA
"1938","distanciamiento",2,NA,NA,NA
"1939","diversos",2,NA,NA,NA
"1940","doctor",2,2.2,2.2,3
"1941","domiciliaria",2,NA,NA,NA
"1942","domiciliarios",2,NA,NA,NA
"1943","domingode",2,NA,NA,NA
"1944","dormir",2,3,1.4,3
"1945","drástica",2,NA,NA,NA
"1946","drásticas",2,NA,NA,NA
"1947","dudas",2,NA,NA,NA
"1948","dudosos",2,NA,NA,NA
"1949","duplique",2,NA,NA,NA
"1950","echado",2,NA,NA,NA
"1951","edición",2,2,2.6,2.2
"1952","efectividad",2,NA,NA,NA
"1953","efectivo",2,NA,NA,NA
"1954","ejecutando",2,NA,NA,NA
"1955","ejecutivo",2,2.2,2.4,2.6
"1956","ejercicio",2,2.4,3,3
"1957","ejercicios",2,NA,NA,NA
"1958","ejército",2,1.6,2.6,3
"1959","elabora",2,NA,NA,NA
"1960","elecciones",2,NA,NA,NA
"1961","elimina",2,NA,NA,NA
"1962","eliminar",2,2,3,3
"1963","elpero",2,NA,NA,NA
"1964","elpor",2,NA,NA,NA
"1965","elson",2,NA,NA,NA
"1966","elydel",2,NA,NA,NA
"1967","emmanuel",2,NA,NA,NA
"1968","empezaron",2,NA,NA,NA
"1969","empleare",2,NA,NA,NA
"1970","empresario",2,2.1667,2.8333,2.6667
"1971","encendió",2,NA,NA,NA
"1972","encontrado",2,NA,NA,NA
"1973","encontramos",2,NA,NA,NA
"1974","encontrarnos",2,NA,NA,NA
"1975","enfermera",2,NA,NA,NA
"1976","enfermo",2,1,1,2.8
"1977","enfilaron",2,NA,NA,NA
"1978","enfrente",2,NA,NA,NA
"1979","enminutos",2,NA,NA,NA
"1980","ensayo",2,2.6,2.6,2.8
"1981","entidad",2,2,2.4,1.8
"1982","entran",2,NA,NA,NA
"1983","entrar",2,2.2,3,3
"1984","entregarán",2,NA,NA,NA
"1985","entreyañostienen",2,NA,NA,NA
"1986","enviadas",2,NA,NA,NA
"1987","epidemiólogos",2,NA,NA,NA
"1988","episodio",2,2.2,2,2.4
"1989","equipamientos",2,NA,NA,NA
"1990","equipos",2,NA,NA,NA
"1991","eranlos",2,NA,NA,NA
"1992","escalaron",2,NA,NA,NA
"1993","escatimaremos",2,NA,NA,NA
"1994","escena",2,2.2,2.2,2.4
"1995","esfuerzos",2,NA,NA,NA
"1996","esosfueron",2,NA,NA,NA
"1997","espaciado",2,NA,NA,NA
"1998","especial",2,2.6,1.8,2.4
"1999","especialista",2,NA,NA,NA
"2000","esperaban",2,NA,NA,NA
"2001","esperados",2,NA,NA,NA
"2002","esperamos",2,NA,NA,NA
"2003","esperan",2,NA,NA,NA
"2004","estadístico",2,NA,NA,NA
"2005","estadounidense",2,NA,NA,NA
"2006","estero",2,NA,NA,NA
"2007","ésto",2,NA,NA,NA
"2008","estornudar",2,NA,NA,NA
"2009","estricta",2,NA,NA,NA
"2010","estudiaban",2,NA,NA,NA
"2011","estudiantes",2,NA,NA,NA
"2012","estudiar",2,2.2,3,3
"2013","europeo",2,NA,NA,NA
"2014","evaluación",2,NA,NA,NA
"2015","evaluar",2,NA,NA,NA
"2016","evaluó",2,NA,NA,NA
"2017","eventualmente",2,NA,NA,NA
"2018","evite",2,NA,NA,NA
"2019","evolucionado",2,NA,NA,NA
"2020","exactas",2,NA,NA,NA
"2021","exige",2,NA,NA,NA
"2022","exintendente",2,NA,NA,NA
"2023","exista",2,NA,NA,NA
"2024","existen",2,NA,NA,NA
"2025","expediente",2,NA,NA,NA
"2026","expendedores",2,NA,NA,NA
"2027","explicaron",2,NA,NA,NA
"2028","expresarse",2,NA,NA,NA
"2029","expuesto",2,NA,NA,NA
"2030","extenderá",2,NA,NA,NA
"2031","extranjeros",2,NA,NA,NA
"2032","extraordinarios",2,NA,NA,NA
"2033","ezike",2,NA,NA,NA
"2034","fabián",2,NA,NA,NA
"2035","fabricarán",2,NA,NA,NA
"2036","facilitar",2,2.4,2.8,2.2
"2037","facultad",2,2.3333,2,2.6667
"2038","faena",2,NA,NA,NA
"2039","faenar",2,NA,NA,NA
"2040","fallecida",2,NA,NA,NA
"2041","falsas",2,NA,NA,NA
"2042","fan",2,NA,NA,NA
"2043","fármaco",2,NA,NA,NA
"2044","favaloro",2,NA,NA,NA
"2045","febrero",2,NA,NA,NA
"2046","feriado",2,NA,NA,NA
"2047","fernando",2,NA,NA,NA
"2048","figura",2,2,2,2.8
"2049","filmó",2,NA,NA,NA
"2050","fines",2,NA,NA,NA
"2051","firmado",2,NA,NA,NA
"2052","fiscales",2,NA,NA,NA
"2053","físicos",2,NA,NA,NA
"2054","flores",2,NA,NA,NA
"2055","fondo",2,2,1.6,2.8
"2056","fondos",2,NA,NA,NA
"2057","formalizados",2,NA,NA,NA
"2058","formalizaron",2,NA,NA,NA
"2059","formatos",2,NA,NA,NA
"2060","fotos",2,NA,NA,NA
"2061","francia",2,NA,NA,NA
"2062","frederic",2,NA,NA,NA
"2063","freites",2,NA,NA,NA
"2064","freno",2,NA,NA,NA
"2065","frontera",2,2,1.2857,2.4286
"2066","fronteras",2,NA,NA,NA
"2067","fuga",2,NA,NA,NA
"2068","funciona",2,NA,NA,NA
"2069","funciones",2,NA,NA,NA
"2070","futbolista",2,2.4,2.8,3
"2071","futura",2,NA,NA,NA
"2072","ganadera",2,NA,NA,NA
"2073","ganar",2,2.6,2.8,2.4
"2074","generando",2,NA,NA,NA
"2075","generar",2,2.8,2.8,2.2
"2076","gobiernos",2,NA,NA,NA
"2077","grado",2,2,2,1.8
"2078","guerra",2,1,2.2,3
"2079","guillermo",2,NA,NA,NA
"2080","guzmán",2,NA,NA,NA
"2081","habitación",2,2,2,3
"2082","habitacional",2,NA,NA,NA
"2083","habitaciones",2,NA,NA,NA
"2084","habitantes",2,NA,NA,NA
"2085","hablando",2,NA,NA,NA
"2086","hacedías",2,NA,NA,NA
"2087","hacinamiento",2,NA,NA,NA
"2088","haremos",2,NA,NA,NA
"2089","haycasos",2,NA,NA,NA
"2090","hemorrepelentes",2,NA,NA,NA
"2091","heridos",2,NA,NA,NA
"2092","hidrocloroquina",2,NA,NA,NA
"2093","hijo",2,2.6,2.2,3
"2094","hipotecarios",2,NA,NA,NA
"2095","hipoxemia",2,NA,NA,NA
"2096","historia",2,2.4,2,2
"2097","hopkins",2,NA,NA,NA
"2098","hospitalarias",2,NA,NA,NA
"2099","hubodetenciones",2,NA,NA,NA
"2100","humildes",2,NA,NA,NA
"2101","iba",2,NA,NA,NA
"2102","ibarra",2,NA,NA,NA
"2103","identificado",2,NA,NA,NA
"2104","illinois",2,NA,NA,NA
"2105","implementación",2,NA,NA,NA
"2106","implementar",2,NA,NA,NA
"2107","implicó",2,NA,NA,NA
"2108","implique",2,NA,NA,NA
"2109","importancia",2,2.4,2.4,2
"2110","imprescindible",2,NA,NA,NA
"2111","impulsó",2,NA,NA,NA
"2112","incluido",2,NA,NA,NA
"2113","incluyó",2,NA,NA,NA
"2114","incorporado",2,NA,NA,NA
"2115","incorporaráncamas",2,NA,NA,NA
"2116","independiente",2,2.8,2.6,2.2
"2117","indique",2,NA,NA,NA
"2118","industria",2,1.8,2.6,2.8
"2119","industrial",2,NA,NA,NA
"2120","inédita",2,NA,NA,NA
"2121","inédito",2,NA,NA,NA
"2122","infectadoslas",2,NA,NA,NA
"2123","infopicocom",2,NA,NA,NA
"2124","informaciones",2,NA,NA,NA
"2125","informada",2,NA,NA,NA
"2126","informados",2,NA,NA,NA
"2127","informático",2,NA,NA,NA
"2128","ingrese",2,NA,NA,NA
"2129","inmediatamente",2,1.8,2.6,2
"2130","innovación",2,NA,NA,NA
"2131","inquietud",2,NA,NA,NA
"2132","insta",2,NA,NA,NA
"2133","institución",2,2.2,2.4,2.2
"2134","institucional",2,NA,NA,NA
"2135","intensamente",2,NA,NA,NA
"2136","intenso",2,2.4,2.2,1.8
"2137","internados",2,NA,NA,NA
"2138","internas",2,NA,NA,NA
"2139","introducción",2,2,2.2,2.6
"2140","inversiones",2,NA,NA,NA
"2141","isabel",2,NA,NA,NA
"2142","jefes",2,NA,NA,NA
"2143","jimena",2,NA,NA,NA
"2144","john",2,NA,NA,NA
"2145","juego",2,3,3,2.8
"2146","juez",2,1.8,2.6,3
"2147","jugador",2,2.8,3,3
"2148","juicio",2,1.8,2.8,2.8
"2149","jurisdicción",2,NA,NA,NA
"2150","justificar",2,NA,NA,NA
"2151","juventus",2,NA,NA,NA
"2152","kits",2,NA,NA,NA
"2153","laboral",2,NA,NA,NA
"2154","laborales",2,NA,NA,NA
"2155","lanzaron",2,NA,NA,NA
"2156","lanzó",2,NA,NA,NA
"2157","lapso",2,NA,NA,NA
"2158","lasdel",2,NA,NA,NA
"2159","lasdelde",2,NA,NA,NA
"2160","lasen",2,NA,NA,NA
"2161","lasmuertes",2,NA,NA,NA
"2162","laspersonas",2,NA,NA,NA
"2163","lasy",2,NA,NA,NA
"2164","lavables",2,NA,NA,NA
"2165","legajos",2,NA,NA,NA
"2166","leonardo",2,NA,NA,NA
"2167","letalidad",2,NA,NA,NA
"2168","leve",2,NA,NA,NA
"2169","liberado",2,NA,NA,NA
"2170","liberados",2,NA,NA,NA
"2171","libre",2,2.8,2.6,2.2
"2172","licenciada",2,NA,NA,NA
"2173","líderes",2,NA,NA,NA
"2174","limita",2,NA,NA,NA
"2175","límite",2,2.1429,2.5714,2.5714
"2176","lineal",2,NA,NA,NA
"2177","lista",2,2,1.8,3
"2178","listado",2,NA,NA,NA
"2179","llamadas",2,NA,NA,NA
"2180","llamado",2,NA,NA,NA
"2181","llegando",2,NA,NA,NA
"2182","llevados",2,NA,NA,NA
"2183","llevar",2,2,2.6,3
"2184","llevó",2,NA,NA,NA
"2185","logramos",2,NA,NA,NA
"2186","losmil",2,NA,NA,NA
"2187","lucharemos",2,NA,NA,NA
"2188","luz",2,2.6,2,3
"2189","malaria",2,NA,NA,NA
"2190","malestar",2,NA,NA,NA
"2191","mandatos",2,NA,NA,NA
"2192","mandetta",2,NA,NA,NA
"2193","mantenimiento",2,NA,NA,NA
"2194","maquinaria",2,NA,NA,NA
"2195","marcelo",2,NA,NA,NA
"2196","marchan",2,NA,NA,NA
"2197","marchar",2,1.8,3,3
"2198","martesde",2,NA,NA,NA
"2199","martín",2,NA,NA,NA
"2200","martos",2,NA,NA,NA
"2201","mas",2,NA,NA,NA
"2202","matemática",2,NA,NA,NA
"2203","matemático",2,2.2,2.2,2.6
"2204","máxima",2,NA,NA,NA
"2205","media",2,NA,NA,NA
"2206","medicamento",2,NA,NA,NA
"2207","medina",2,NA,NA,NA
"2208","mencionar",2,2.4,2.6,2.6
"2209","mendoza",2,NA,NA,NA
"2210","mensaje",2,2.3333,2.1667,2.6667
"2211","mercado",2,2.2,2.4,3
"2212","mercedes",2,NA,NA,NA
"2213","méxico",2,NA,NA,NA
"2214","miguel",2,NA,NA,NA
"2215","mil",2,2,2,2.2
"2216","miles",2,NA,NA,NA
"2217","militares",2,NA,NA,NA
